"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-06-06 ~ 2025-06-05"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 광주광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"3876","광주광역시 남구 봉선동","1078","1078","0000","더쉴2단지","155.4494","202503","09","124,500","-","4","개인","개인","2010","제석로 70","-","중개거래","광주 남구","-"
"3877","광주광역시 북구 일곡동","814-3","0814","0003","롯데","114.6230","202503","09","39,500","101","15","개인","개인","1999","설죽로 595","-","중개거래","광주 북구","25.03.19"
"3878","광주광역시 동구 학동","265","0265","0000","금호빌라트","131.8650","202503","09","29,500","1","1","개인","개인","1994","증심천로 99","-","중개거래","광주 동구","25.03.31"
"3879","광주광역시 동구 학동","265","0265","0000","금호빌라트","131.8650","202503","09","29,500","-","1","개인","개인","1994","증심천로 99","20250318","중개거래","광주 동구","-"
"3880","광주광역시 서구 화정동","1712","1712","0000","더샵염주센트럴파크","76.9341","202503","09","55,500","-","19","개인","개인","2022","월드컵4강로 27","-","중개거래","광주 서구","-"
"3881","광주광역시 북구 임동","104-8","0104","0008","한국아델리움2차","84.9308","202503","09","38,000","-","7","개인","개인","2007","천변우로79번길 25","-","중개거래","광주 북구","-"
"3882","광주광역시 북구 유동","141","0141","0000","금남로대광로제비앙","84.7468","202503","09","44,400","102동","18","개인","개인","2022","서림로 153","-","중개거래","광주 동구, 광주 서구","25.04.29"
"3883","광주광역시 북구 본촌동","3077","3077","0000","부영사랑으로","84.9931","202503","09","24,600","107","17","개인","개인","2007","양산택지소로 30","-","중개거래","광주 북구","25.04.18"
"3884","광주광역시 서구 치평동","1171-4","1171","0004","금호쌍용","99.7500","202503","09","66,000","206","13","개인","개인","1998","치평로 35","-","중개거래","광주 서구","25.04.07"
"3885","광주광역시 서구 농성동","112-1","0112","0001","농성동유탑유블레스","19.7906","202503","09","5,300","농성동 유탑 유블레스","4","개인","개인","2012","경열로45번길 13","-","직거래","-","25.04.02"
"3886","광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","84.9647","202503","09","50,500","103","29","개인","개인","2020","경양로 234","-","중개거래","광주 동구","25.05.20"
"3887","광주광역시 서구 농성동","702","0702","0000","농성SKVIEWCentral","84.9752","202503","08","51,200","-","3","개인","개인","2019","상무대로1147번길 16","-","중개거래","광주 서구","-"
"3888","광주광역시 북구 중흥동","323-1","0323","0001","모아1","84.9900","202503","08","22,000","101","6","개인","개인","1991","서암대로 199","-","중개거래","광주 북구","25.04.30"
"3889","광주광역시 북구 중흥동","376-7","0376","0007","중흥","84.8600","202503","08","12,000","제1","7","개인","개인","1984","서양로 112","-","직거래","-","25.05.12"
"3890","광주광역시 서구 농성동","702","0702","0000","농성SKVIEWCentral","84.9752","202503","08","55,500","110동","7","개인","개인","2019","상무대로1147번길 16","-","중개거래","광주 서구","25.05.30"
"3891","광주광역시 북구 동림동","1334","1334","0000","동림대광로제비앙","84.9779","202503","08","40,300","-","3","개인","개인","2020","운암산길 48","-","중개거래","광주 북구","-"
"3892","광주광역시 북구 삼각동","839","0839","0000","신일곡골드클래스","75.9006","202503","08","39,500","102동","15","개인","개인","2018","설죽로 416","-","중개거래","광주 북구","25.05.30"
"3893","광주광역시 북구 동림동","1334","1334","0000","동림대광로제비앙","84.9779","202503","08","43,000","107","13","개인","개인","2020","운암산길 48","-","중개거래","광주 북구","25.04.18"
"3894","광주광역시 북구 각화동","608","0608","0000","각화센트럴파크서희스타힐스","72.9796","202503","08","37,200","105동","21","개인","개인","2020","동문대로249번길 19","-","중개거래","광주 북구","25.05.20"
"3895","광주광역시 남구 백운동","691","0691","0000","루엔시티","84.6100","202503","08","28,500","109","1","개인","개인","2011","독립로80번길 7","-","중개거래","광주 남구","25.05.08"
"3896","광주광역시 서구 광천동","899","0899","0000","힐스테이트광천","84.3359","202503","08","58,000","-","22","개인","개인","2023","천변좌로 56","20250309","중개거래","광주 서구","-"
"3897","광주광역시 동구 계림동","1845","1845","0000","두산위브3차(두산위브더파크)","84.9738","202503","08","54,500","307","9","개인","개인","2021","중앙로290번길 16","-","중개거래","광주 광산구, 광주 동구","25.04.24"
"3898","광주광역시 남구 백운동","691","0691","0000","루엔시티","74.8800","202503","08","28,250","106","14","개인","개인","2011","독립로80번길 7","-","중개거래","광주 남구","25.04.30"
"3899","광주광역시 서구 치평동","1166-2","1166","0002","대우금호","59.9400","202503","08","23,300","103","14","개인","개인","1998","치평로 107","-","중개거래","광주 서구","25.05.09"
"3900","광주광역시 남구 방림동","562","0562","0000","무등산센트럴파크","75.8300","202503","08","34,000","107","14","개인","개인","2009","방림로 31","-","중개거래","광주 남구","25.04.30"
"3901","광주광역시 동구 산수동","723","0723","0000","무등산그린웰로제비앙","84.9377","202503","08","42,300","-","18","개인","개인","2019","동계로 38","-","중개거래","광주 남구, 광주 동구","-"
"3902","광주광역시 북구 유동","141","0141","0000","금남로대광로제비앙","84.9878","202503","08","43,500","104동","29","개인","개인","2022","서림로 153","-","중개거래","광주 북구","25.04.21"
"3903","광주광역시 북구 임동","632","0632","0000","임동2차국제미소래아파트","59.4918","202503","08","19,500","임동2차국제미소래아파트","7","개인","개인","2018","태봉로 37","-","중개거래","광주 북구","25.05.16"
"3904","광주광역시 동구 용산동","663","0663","0000","용산지구모아엘가에듀파크","84.9024","202503","08","44,500","303동","17","개인","개인","2019","용산3길 17","-","중개거래","광주 동구","25.04.30"
"3905","광주광역시 동구 학동","750-1","0750","0001","삼익세라믹","84.8700","202503","08","21,500","3","12","개인","개인","1989","남문로 676","-","중개거래","광주 동구","25.03.26"
"3906","광주광역시 서구 화정동","1712","1712","0000","더샵염주센트럴파크","84.9596","202503","08","63,200","108","2","개인","개인","2022","월드컵4강로 27","-","중개거래","광주 서구","25.04.25"
"3907","광주광역시 서구 화정동","1712","1712","0000","더샵염주센트럴파크","76.9612","202503","08","51,500","113","2","개인","개인","2022","월드컵4강로 27","-","중개거래","광주 서구","25.04.21"
"3908","광주광역시 서구 화정동","1712","1712","0000","더샵염주센트럴파크","76.9341","202503","08","56,000","-","10","개인","개인","2022","월드컵4강로 27","-","중개거래","광주 북구, 광주 서구","-"
"3909","광주광역시 북구 운암동","1058-3","1058","0003","우미1","59.9700","202503","08","12,000","101","8","개인","개인","1989","북문대로170번길 7","-","중개거래","광주 북구","25.04.28"
"3910","광주광역시 북구 운암동","67","0067","0000","벽산블루밍메가씨티1단지","129.3860","202503","08","43,000","벽산 블루밍 메가씨티 107","4","개인","개인","2008","서강로54번길 55","-","중개거래","광주 광산구","25.03.11"
"3911","광주광역시 서구 화정동","1712","1712","0000","더샵염주센트럴파크","84.9596","202503","08","63,200","-","2","개인","개인","2022","월드컵4강로 27","20250403","중개거래","광주 서구","-"
"3912","광주광역시 동구 학동","1022","1022","0000","무등산아이파크","84.8412","202503","08","58,000","110동","22","개인","개인","2017","남문로753번길 20","-","중개거래","광주 동구","25.04.11"
"3913","광주광역시 동구 학동","1022","1022","0000","무등산아이파크","84.8412","202503","08","59,000","103동","10","개인","개인","2017","남문로753번길 20","-","중개거래","광주 동구","25.05.02"
"3914","광주광역시 동구 학동","1012","1012","0000","무등산리버파크","84.9600","202503","08","31,500","201","1","개인","개인","2011","남문로693번길 11","-","중개거래","광주 동구","25.04.29"
"3915","광주광역시 남구 진월동","388","0388","0000","호반","32.1600","202503","08","5,180","제102","3","개인","개인","1999","서문대로663번안길 2","-","중개거래","광주 남구","25.05.22"
"3916","광주광역시 북구 용봉동","1066","1066","0000","대주파크빌2","84.9843","202503","08","22,650","202","10","개인","개인","2003","용봉택지로13번길 11","-","중개거래","광주 북구","25.04.25"
"3917","광주광역시 북구 용봉동","999","0999","0000","쌍용예가","126.0042","202503","08","50,800","-","17","개인","개인","2006","서하로94번길 10","-","중개거래","광주 북구","-"
"3918","광주광역시 북구 문흥동","787-6","0787","0006","우성","96.6400","202503","08","19,000","102","12","개인","개인","1990","호동로 99","-","중개거래","광주 북구","25.04.17"
"3919","광주광역시 북구 일곡동","818-4","0818","0004","금호","84.7200","202503","08","26,250","103","10","개인","개인","1996","설죽로 560","-","중개거래","광주 북구","25.04.30"
"3920","광주광역시 서구 풍암동","1053","1053","0000","한신","39.3100","202503","08","8,450","101","15","개인","개인","2000","풍암순환로 38","-","중개거래","광주 남구, 광주 서구","25.04.30"
"3921","광주광역시 남구 주월동","1152","1152","0000","신영루체빌","44.1985","202503","08","11,000","101","10","개인","개인","2004","봉선로52번길 49","-","중개거래","광주 남구","25.04.09"
"3922","광주광역시 서구 풍암동","1058","1058","0000","삼능남양","60.0000","202503","08","14,000","제103","11","개인","개인","2000","풍암순환로 86","-","중개거래","광주 서구","25.05.13"
"3923","광주광역시 남구 주월동","1312","1312","0000","봉선로남해오네뜨","84.8298","202503","08","56,500","-","16","개인","개인","2018","봉선로 42","-","중개거래","광주 남구","-"
"3924","광주광역시 동구 소태동","1103","1103","0000","무등산골드클래스","73.9060","202503","08","40,400","-","14","개인","개인","2018","학소로 109","-","중개거래","광주 남구, 광주 동구","-"
"3925","광주광역시 동구 소태동","1103","1103","0000","무등산골드클래스","73.9060","202503","08","38,300","-","4","개인","개인","2018","학소로 109","-","중개거래","광주 동구","-"
"3926","광주광역시 북구 오치동","1005","1005","0000","주공","44.5200","202503","08","5,000","-","1","개인","개인","1992","서하로194번길 15","-","중개거래","광주 북구","-"
"3927","광주광역시 북구 오치동","1005","1005","0000","주공","52.0900","202503","08","10,600","-","1","개인","개인","1992","서하로194번길 15","-","중개거래","광주 북구","-"
"3928","광주광역시 남구 봉선동","1135","1135","0000","봉선로광명메이루즈","84.6448","202503","08","43,000","104","18","개인","개인","2014","봉선로 37","-","중개거래","광주 남구","25.03.28"
"3929","광주광역시 남구 임암동","728","0728","0000","효천시티프라디움","84.9963","202503","08","47,000","102동","14","개인","개인","2019","효천2로 1","-","중개거래","광주 남구","25.03.28"
"3930","광주광역시 남구 봉선동","470","0470","0000","삼익1","84.9600","202503","08","34,500","103","7","개인","개인","1990","봉선중앙로 46","-","중개거래","광주 남구","25.05.30"
"3931","광주광역시 남구 월산동","1073","1073","0000","힐스테이트월산","84.9303","202503","08","44,800","106동","17","개인","개인","2024","월산로95번길 6","-","직거래","-","25.03.28"
"3932","광주광역시 남구 월산동","1065","1065","0000","반도유보라더퍼스트","74.8311","202503","08","43,000","-","15","개인","개인","2022","구성로8번길 6","-","중개거래","광주 서구","-"
"3933","광주광역시 남구 월산동","284","0284","0000","덕림제일파크","84.7800","202503","08","16,500","101","6","개인","개인","1990","월산로132번길 9","-","중개거래","광주 남구","25.03.13"
"3934","광주광역시 서구 동천동","515","0515","0000","동천 리버팰리스","84.9500","202503","08","29,500","302","2","개인","개인","2008","동천로18번길 19","-","중개거래","광주 서구","25.05.23"
"3935","광주광역시 북구 두암동","947-1","0947","0001","부영","60.0000","202503","08","9,300","102","4","개인","개인","1988","삼정로 71","-","중개거래","광주 북구","25.03.17"
"3936","광주광역시 서구 농성동","702","0702","0000","농성SKVIEWCentral","84.9752","202503","08","55,500","-","7","개인","개인","2019","상무대로1147번길 16","20250430","중개거래","광주 서구","-"
"3937","광주광역시 광산구 월곡동","614-2","0614","0002","한성2차","84.2400","202503","08","15,900","206","2","개인","개인","1991","월곡산정로 96-21","-","중개거래","광주 광산구","25.03.26"
"3938","광주광역시 광산구 장덕동","1309","1309","0000","부영애시앙1차","84.2801","202503","08","29,000","106","21","개인","개인","2008","장덕로6번길 59","-","중개거래","광주 광산구","25.05.16"
"3939","광주광역시 북구 양산동","209-8","0209","0008","우미","49.7700","202503","08","12,000","제103","8","개인","개인","1992","상촌로 24","-","중개거래","광주 북구","25.04.10"
"3940","광주광역시 북구 양산동","18-3","0018","0003","호반리젠시빌","84.6862","202503","08","22,500","202","16","개인","개인","2000","양산로71번길 33","-","중개거래","광주 북구","25.04.30"
"3941","광주광역시 북구 양산동","18-3","0018","0003","호반리젠시빌","84.6862","202503","08","22,500","202","16","개인","개인","2000","양산로71번길 33","-","중개거래","광주 북구","25.04.30"
"3942","광주광역시 북구 양산동","205-1","0205","0001","일신1차","59.7850","202503","08","15,000","제102","16","개인","개인","1996","양산택지로79번길 15","-","중개거래","광주 북구","25.04.30"
"3943","광주광역시 광산구 소촌동","791-22","0791","0022","EG스위트밸리2차","84.9831","202503","08","22,900","201","6","개인","개인","2001","소촌로152번길 5","-","중개거래","광주 광산구","25.05.20"
"3944","광주광역시 광산구 월계동","756-5","0756","0005","금호","92.3900","202503","08","25,500","-","10","개인","개인","1996","첨단중앙로181번길 42-5","20250322","중개거래","광주 광산구","-"
"3945","광주광역시 광산구 신창동","1270","1270","0000","신창2차부영","84.7886","202503","08","24,000","207","10","개인","개인","2005","신창로71번길 33","-","중개거래","광주 광산구","25.03.31"
"3946","광주광역시 광산구 운남동","776-1","0776","0001","운남주공1,2단지","59.7600","202503","08","14,000","202","7","개인","개인","1997","목련로273번길 76","-","중개거래","광주 광산구","25.03.31"
"3947","광주광역시 광산구 운남동","782-1","0782","0001","운남주공6단지","84.2800","202503","08","36,350","606","15","개인","개인","2001","목련로153번길 134","-","중개거래","광주 광산구","25.03.24"
"3948","광주광역시 광산구 운남동","781-1","0781","0001","운남주공8단지","59.4200","202503","08","18,500","811","16","개인","개인","2000","목련로153번길 143","-","중개거래","광주 광산구","25.03.21"
"3949","광주광역시 광산구 우산동","1633","1633","0000","무진로진아리채리버뷰","84.9629","202503","08","44,200","101동","9","개인","개인","2022","풍영철길로 46","-","중개거래","광주 광산구","25.03.14"
"3950","광주광역시 광산구 우산동","1625","1625","0000","쌍용더플래티넘광산","84.9784","202503","08","43,000","-","3","개인","개인","2021","우산로107번길 67","-","중개거래","광주 광산구","-"
"3951","광주광역시 광산구 우산동","1572-2","1572","0002","하남우미","49.9200","202503","08","10,300","103","5","개인","개인","1992","월곡산정로 40","-","중개거래","광주 광산구","25.03.27"
"3952","광주광역시 북구 신용동","643-1","0643","0001","용두주공","59.9900","202503","08","15,300","116","15","개인","개인","1998","임방울대로1041번길 15","-","중개거래","광주 북구","25.03.10"
"3953","광주광역시 광산구 신창동","1108-1","1108","0001","풍영리버빌(신가부영)","84.9873","202503","08","27,900","102","14","개인","개인","2001","수등로 287","-","중개거래","광주 광산구","25.03.27"
"3954","광주광역시 북구 용두동","1123","1123","0000","첨단진아리채","84.9821","202503","08","43,400","102동","6","개인","개인","2020","용두마을2길 12","-","중개거래","광주 북구","25.04.30"
"3955","광주광역시 광산구 신가동","1336","1336","0000","모아엘가더수완","84.9831","202503","08","55,000","-","3","개인","개인","2022","목련로381번길 27","-","중개거래","광주 광산구","-"
"3956","광주광역시 광산구 신가동","1306","1306","0000","중흥S클래스1단지","84.4012","202503","08","58,000","-","24","개인","개인","2009","수등로76번길 74","20250317","중개거래","광주 광산구","-"
"3957","광주광역시 광산구 신가동","1304","1304","0000","대방노블랜드","84.9683","202503","08","52,000","-","14","개인","개인","2009","수등로76번길 40","-","중개거래","광주 광산구","-"
"3958","광주광역시 광산구 신가동","1336","1336","0000","모아엘가더수완","84.9831","202503","08","58,000","102","14","개인","개인","2022","목련로381번길 27","-","중개거래","광주 광산구","25.04.17"
"3959","광주광역시 광산구 신가동","1306","1306","0000","중흥S클래스1단지","84.4012","202503","08","58,000","110","24","개인","개인","2009","수등로76번길 74","-","중개거래","광주 광산구","25.05.16"
"3960","광주광역시 광산구 수완동","908","0908","0000","우미린2차","84.7885","202503","08","46,000","209","6","개인","개인","2008","왕버들로132번길 22","-","중개거래","광주 광산구","25.04.30"
"3961","광주광역시 광산구 수완동","913","0913","0000","코오롱하늘채","103.7100","202503","08","58,000","109","15","개인","개인","2008","장덕로137번길 39","-","중개거래","광주 광산구","25.04.02"
"3962","광주광역시 광산구 월계동","756-5","0756","0005","금호","92.3900","202503","08","25,500","104","10","개인","개인","1996","첨단중앙로181번길 42-5","-","중개거래","광주 광산구","25.05.23"
"3963","광주광역시 북구 신용동","549","0549","0000","첨단자이1단지","84.9893","202503","08","40,000","108","10","개인","개인","2010","임방울대로1042번길 14-1","-","중개거래","광주 북구","25.04.07"
"3964","광주광역시 광산구 월계동","757-6","0757","0006","벽산","84.9900","202503","08","26,400","-","15","개인","개인","1998","첨단중앙로181번길 16","-","중개거래","광주 광산구","-"
"3965","광주광역시 북구 신용동","684","0684","0000","광주첨단2지구호반베르디움2단지","84.9419","202503","08","52,000","206","14","개인","개인","2013","첨단연신로133번길 7","-","중개거래","광주 북구","25.04.29"
"3966","광주광역시 북구 연제동","1009","1009","0000","연제2차대주피오레","84.8728","202503","08","27,300","202","13","개인","개인","2007","양일로 52","-","중개거래","광주 북구","25.04.25"
"3967","광주광역시 광산구 신창동","1110","1110","0000","신창3차부영사랑으로","59.7480","202503","08","21,300","316","16","개인","개인","2006","신창로161번길 34","-","중개거래","광주 광산구","25.04.15"
"3968","광주광역시 광산구 산월동","885-1","0885","0001","부영2차","84.7886","202503","08","31,000","-","8","개인","개인","2004","첨단중앙로68번길 22","-","중개거래","광주 광산구","-"
"3969","광주광역시 광산구 신가동","1058","1058","0000","수완지구호반베르디움1차","84.8832","202503","07","63,000","111","14","개인","개인","2012","수등로123번길 21","-","중개거래","광주 광산구, 광주 북구","25.05.26"
"3970","광주광역시 광산구 수완동","913","0913","0000","코오롱하늘채","152.2400","202503","07","94,000","108","3","개인","개인","2008","장덕로137번길 39","-","중개거래","광주 광산구","25.03.11"
"3971","광주광역시 광산구 신창동","1111","1111","0000","신창5차호반베르디움","84.6799","202503","07","33,000","-","8","개인","개인","2005","왕버들로251번길 27","20250410","중개거래","광주 광산구","-"
"3972","광주광역시 광산구 월곡동","614-2","0614","0002","한성2차","49.9800","202503","07","9,400","202","7","개인","개인","1991","월곡산정로 96-21","-","중개거래","광주 광산구, 전북 순창군","25.04.07"
"3973","광주광역시 광산구 신창동","1110","1110","0000","신창3차부영사랑으로","59.7480","202503","07","18,000","303","13","개인","개인","2006","신창로161번길 34","-","중개거래","광주 광산구","25.04.08"
"3974","광주광역시 북구 양산동","1155","1155","0000","양산명지써밋주상복합","82.1661","202503","07","54,000","102동","25","개인","법인","2024","하서로 394","-","직거래","-","25.04.08"
"3975","광주광역시 광산구 장덕동","1115","1115","0000","수완루아채","84.2801","202503","07","34,000","101","10","개인","개인","2008","풍영로 294-8","-","직거래","-","25.03.07"
"3976","광주광역시 광산구 쌍암동","654-2","0654","0002","힐스테이트첨단","110.8773","202503","07","62,000","103동","27","개인","개인","2024","첨단중앙로182번길 8","-","직거래","-","25.03.10"
"3977","광주광역시 광산구 하남동","547","0547","0000","부영사랑으로","84.8198","202503","07","26,700","310","4","개인","개인","2009","하남대로 30","-","중개거래","광주 광산구","25.04.15"
"3978","광주광역시 북구 양산동","796","0796","0000","유탑유블레스스카이뷰","71.6592","202503","07","29,000","유탑 유블레스 스카이뷰","32","개인","개인","2019","하서로 384","-","중개거래","광주 북구","25.04.29"
"3979","광주광역시 광산구 수완동","913","0913","0000","코오롱하늘채","123.3800","202503","07","83,000","107","22","개인","개인","2008","장덕로137번길 39","-","중개거래","광주 광산구","25.04.30"
"3980","광주광역시 북구 양산동","18-3","0018","0003","호반리젠시빌","37.4790","202503","07","7,250","205","1","개인","개인","2000","양산로71번길 33","-","중개거래","광주 북구","25.05.12"
"3981","광주광역시 광산구 신창동","1111","1111","0000","신창5차호반베르디움","84.6799","202503","07","33,000","505","8","개인","개인","2005","왕버들로251번길 27","-","중개거래","광주 광산구","25.04.30"
"3982","광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","75.9493","202503","07","34,600","105","8","개인","개인","2020","금봉로 106","-","중개거래","광주 광산구","25.04.29"
"3983","광주광역시 광산구 우산동","1572-1","1572","0001","제일파크맨션","78.3800","202503","07","16,300","103","1","개인","개인","1992","월곡산정로 20","-","중개거래","광주 광산구","25.05.30"
"3984","광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","84.9276","202503","07","36,000","-","1","개인","개인","2020","금봉로 106","-","중개거래","광주 광산구","-"
"3985","광주광역시 광산구 흑석동","811","0811","0000","수완센트럴시티서희스타힐스","84.9901","202503","07","40,600","105","16","개인","개인","2021","용아로 436-20","-","중개거래","광주 광산구","25.03.27"
"3986","광주광역시 광산구 도산동","1314","1314","0000","우방아이유쉘","59.7926","202503","07","22,800","105동","6","개인","개인","2016","평동로1098번길 185","-","직거래","-","25.03.21"
"3987","광주광역시 북구 신용동","737","0737","0000","광주첨단2지구사랑으로부영","84.3616","202503","07","33,700","115","8","개인","개인","2013","첨단연신로 166","-","중개거래","광주 북구","25.05.02"
"3988","광주광역시 북구 신용동","737","0737","0000","광주첨단2지구사랑으로부영","84.3616","202503","07","33,700","-","8","개인","개인","2013","첨단연신로 166","20250315","중개거래","광주 북구","-"
"3989","광주광역시 광산구 신창동","1111","1111","0000","신창5차호반베르디움","84.6799","202503","07","33,000","-","8","개인","개인","2005","왕버들로251번길 27","20250410","중개거래","광주 광산구","-"
"3990","광주광역시 광산구 산정동","1056","1056","0000","부영애시앙2차","84.8198","202503","07","32,500","212","13","개인","개인","2008","목련로 41","-","중개거래","광주 광산구","25.05.12"
"3991","광주광역시 광산구 산정동","1056","1056","0000","부영애시앙2차","84.8198","202503","07","32,500","-","13","개인","개인","2008","목련로 41","20250317","중개거래","광주 광산구","-"
"3992","광주광역시 북구 양산동","288-15","0288","0015","호반","59.9500","202503","07","14,000","101","14","개인","개인","1997","양산제로137번길 7","-","직거래","-","25.03.21"
"3993","광주광역시 광산구 흑석동","524","0524","0000","수완이지더원","84.7601","202503","07","43,200","104","10","개인","개인","2012","풍영로101번길 22","-","중개거래","광주 광산구","25.05.16"
"3994","광주광역시 서구 치평동","1166-1","1166","0001","현대","99.9400","202503","07","50,000","-","12","개인","개인","1998","내방로 52","-","중개거래","광주 서구","-"
"3995","광주광역시 동구 학동","1020","1020","0000","학동남해오네뜨","69.9682","202503","07","26,400","102","7","개인","개인","2014","증심천로 117","-","중개거래","광주 동구","25.05.09"
"3996","광주광역시 동구 학동","676-1","0676","0001","아남","59.0600","202503","07","16,000","101","10","개인","개인","1994","의재로 23-8","-","직거래","-","25.03.18"
"3997","광주광역시 동구 학동","1012","1012","0000","무등산리버파크","84.7800","202503","07","35,500","-","15","개인","개인","2011","남문로693번길 11","-","중개거래","광주 동구, 광주 북구","-"
"3998","광주광역시 남구 월산동","1005-3","1005","0003","제일맨션","56.7600","202503","07","8,600","-","8","개인","개인","1985","군분로99번길 5","-","중개거래","광주 남구","25.03.28"
"3999","광주광역시 서구 동천동","648","0648","0000","우미린","146.5431","202503","07","85,000","-","7","개인","개인","2007","하남대로710번길 20","-","중개거래","광주 서구","-"
"4000","광주광역시 동구 소태동","1103","1103","0000","무등산골드클래스","84.9603","202503","07","47,500","-","11","개인","개인","2018","학소로 109","-","중개거래","광주 동구","-"
"4001","광주광역시 북구 우산동","835","0835","0000","무등산자이앤어울림1단지","84.9713","202503","07","65,000","102","23","개인","개인","2022","서양로 155","-","중개거래","광주 북구","25.05.07"
"4002","광주광역시 북구 용봉동","1074-6","1074","0006","한신","84.9900","202503","07","16,800","101","18","개인","개인","1992","용봉택지로 16","-","중개거래","광주 광산구","25.05.02"
"4003","광주광역시 서구 화정동","1612","1612","0000","유니버시아드힐스테이트3단지","84.9700","202503","07","50,300","307","5","개인","개인","2016","화운로 24","-","중개거래","광주 서구","25.05.22"
"4004","광주광역시 서구 화정동","1712","1712","0000","더샵염주센트럴파크","84.9236","202503","07","72,000","-","10","개인","개인","2022","월드컵4강로 27","20250307","중개거래","광주 서구","-"
"4005","광주광역시 서구 화정동","1712","1712","0000","더샵염주센트럴파크","84.9236","202503","07","72,000","106","10","개인","개인","2022","월드컵4강로 27","-","중개거래","광주 서구","25.04.10"
"4006","광주광역시 서구 화정동","1610","1610","0000","유니버시아드힐스테이트2단지","84.9800","202503","07","50,000","206","21","개인","개인","2016","화정로 211","-","중개거래","광주 서구","25.04.21"
"4007","광주광역시 동구 용산동","147-1","0147","0001","호반맨션","59.9600","202503","07","10,800","-","2","개인","개인","1991","화산로 328-6","-","중개거래","광주 동구","25.03.28"
"4008","광주광역시 남구 백운동","514-44","0514","0044","대흥양림스카이","59.0400","202503","07","9,500","-","3","개인","개인","1988","양림로 14","-","중개거래","광주 남구","25.03.19"
"4009","광주광역시 북구 각화동","587","0587","0000","각화골드클래스","84.9701","202503","07","38,700","-","11","개인","개인","2017","각화대로69번길 16","20250411","직거래","-","-"
"4010","광주광역시 북구 중흥동","819","0819","0000","중흥동영무예다음아파트","83.9485","202503","07","39,100","-","14","개인","개인","2015","서방로40번길 13","-","중개거래","광주 북구","-"
"4011","광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","59.9055","202503","07","36,400","113","8","개인","개인","2020","경양로 234","-","중개거래","광주 동구","25.04.18"
"4012","광주광역시 동구 계림동","1845","1845","0000","두산위브3차(두산위브더파크)","59.9903","202503","07","36,500","302","6","개인","개인","2021","중앙로290번길 16","-","중개거래","광주 동구","25.03.31"
"4013","광주광역시 남구 주월동","1242-5","1242","0005","금영푸르미","83.4056","202503","07","23,000","101","7","개인","개인","2005","서문대로 754","-","중개거래","광주 남구","25.05.20"
"4014","광주광역시 북구 본촌동","3102","3102","0000","힐스테이트본촌","84.9976","202503","07","44,850","109동","17","개인","개인","2019","본촌마을길 157-22","-","중개거래","광주 북구","25.05.12"
"4015","광주광역시 북구 본촌동","3102","3102","0000","힐스테이트본촌","68.0045","202503","07","37,500","102동","17","개인","개인","2019","본촌마을길 157-22","-","중개거래","광주 광산구, 광주 북구","25.05.15"
"4016","광주광역시 남구 진월동","340","0340","0000","협진훼밀리","84.9900","202503","07","15,000","제101","11","개인","개인","1990","금당로3길 8-3","-","직거래","-","25.03.13"
"4017","광주광역시 북구 문흥동","1011-5","1011","0005","문흥상록","59.8020","202503","07","11,100","105","2","개인","개인","1997","문산로 20","-","중개거래","광주 북구","25.05.16"
"4018","광주광역시 북구 문흥동","995-5","0995","0005","명지맨션","84.8400","202503","07","18,500","101","18","개인","개인","1994","서하로 405","-","중개거래","광주 북구","25.04.21"
"4019","광주광역시 북구 문흥동","919","0919","0000","대주1","59.8600","202503","07","10,000","101","7","개인","개인","1988","평교로 42","-","중개거래","광주 북구","25.03.18"
"4020","광주광역시 북구 일곡동","849-2","0849","0002","청솔","48.4500","202503","07","12,450","103","6","개인","법인","2000","일곡로 80","-","중개거래","광주 북구","25.03.10"
"4021","광주광역시 남구 진월동","508-5","0508","0005","신흥타운3","59.9400","202503","07","12,500","제301","12","개인","개인","1987","서문대로 614","-","중개거래","광주 남구","25.05.19"
"4022","광주광역시 서구 금호동","813","0813","0000","대주파크빌","59.9900","202503","07","15,650","109","1","개인","개인","2000","화개1로24번길 9","-","중개거래","광주 서구","25.05.07"
