"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-06-06 ~ 2025-06-05"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 광주광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"6762","광주광역시 서구 치평동","1166-2","1166","0002","금호대우","59.9400","202501","03","22,500","111","16","개인","개인","1998","치평로 107","-","중개거래","광주 서구","25.03.07"
"6763","광주광역시 서구 화정동","1712","1712","0000","더샵염주센트럴파크","76.9341","202501","03","56,900","112","20","개인","개인","2022","월드컵4강로 27","-","중개거래","광주 서구","25.03.21"
"6764","광주광역시 서구 화정동","1712","1712","0000","더샵염주센트럴파크","84.9596","202501","03","72,000","-","17","개인","개인","2022","월드컵4강로 27","20250206","중개거래","광주 서구","-"
"6765","광주광역시 북구 문흥동","996-3","0996","0003","라인","59.9650","202501","03","13,000","105","6","개인","개인","1994","문산로 61","-","직거래","-","25.01.31"
"6766","광주광역시 북구 문흥동","996-3","0996","0003","라인","59.9700","202501","03","13,500","106","18","개인","기타","1994","문산로 61","-","직거래","-","25.01.23"
"6767","광주광역시 북구 오치동","862-9","0862","0009","삼익","84.9800","202501","03","15,500","202","11","개인","개인","1992","설죽로336번길 21","-","직거래","-","25.01.21"
"6768","광주광역시 북구 오치동","5-7","0005","0007","한국아델리움","120.6399","202501","03","42,000","104","2","개인","개인","2009","능안로29번길 30","-","중개거래","광주 북구","25.02.11"
"6769","광주광역시 북구 두암동","63-1","0063","0001","무등파크맨션","84.9000","202501","03","16,500","102","10","개인","개인","1992","월동로 28","-","중개거래","광주 북구","25.01.24"
"6770","광주광역시 북구 우산동","835","0835","0000","무등산자이앤어울림1단지","59.9883","202501","03","43,600","118","13","개인","개인","2022","서양로 155","-","중개거래","광주 북구","25.05.20"
"6771","광주광역시 북구 우산동","835","0835","0000","무등산자이앤어울림1단지","59.9883","202501","03","43,600","-","13","개인","개인","2022","서양로 155","-","중개거래","광주 북구","-"
"6772","광주광역시 남구 주월동","700","0700","0000","명지","59.7900","202501","03","11,800","103","6","개인","법인","1995","금화로376번길 34","-","중개거래","광주 남구","25.02.14"
"6773","광주광역시 서구 풍암동","1127","1127","0000","주은모아","59.7000","202501","03","16,600","107","3","개인","개인","2000","풍암2로 36","-","중개거래","광주 서구","25.03.19"
"6774","광주광역시 서구 풍암동","1127","1127","0000","주은모아","59.2800","202501","03","17,200","103","13","개인","개인","2000","풍암2로 36","-","중개거래","광주 서구","25.02.14"
"6775","광주광역시 서구 마륵동","812","0812","0000","상무양우내안애","84.2343","202501","03","51,200","102동","12","개인","개인","2020","백석길 22-14","-","중개거래","광주 서구","25.04.21"
"6776","광주광역시 북구 각화동","471","0471","0000","금호타운2","124.4200","202501","03","35,500","9","13","개인","개인","1990","각화대로 33","-","중개거래","광주 북구","25.01.24"
"6777","광주광역시 북구 일곡동","818-4","0818","0004","금호","84.7200","202501","03","24,300","106","1","개인","개인","1996","설죽로 560","-","중개거래","광주 북구","25.04.14"
"6778","광주광역시 북구 일곡동","849-9","0849","0009","대우","54.2820","202501","03","9,500","102","1","개인","개인","1998","일곡택지로 50","-","직거래","-","25.01.08"
"6779","광주광역시 남구 방림동","556","0556","0000","모아","59.9600","202501","03","15,000","110","9","개인","개인","1989","봉선1로 87","-","중개거래","광주 남구","25.01.10"
"6780","광주광역시 북구 신용동","737","0737","0000","광주첨단2지구사랑으로부영","84.3616","202501","03","32,000","113","1","개인","개인","2013","첨단연신로 166","-","중개거래","광주 북구","25.02.17"
"6781","광주광역시 북구 신용동","643-1","0643","0001","용두주공","59.9900","202501","03","14,300","109","18","개인","개인","1998","임방울대로1041번길 15","-","중개거래","광주 북구","25.02.10"
"6782","광주광역시 북구 신용동","651","0651","0000","한양수자인리버뷰","65.5173","202501","03","35,900","114","21","개인","개인","2014","첨단연신로 184","-","중개거래","광주 북구","25.03.28"
"6783","광주광역시 북구 신용동","651","0651","0000","한양수자인리버뷰","65.5173","202501","03","35,900","-","21","개인","개인","2014","첨단연신로 184","20250319","중개거래","광주 북구","-"
"6784","광주광역시 광산구 흑석동","503","0503","0000","중흥에스-클래스3단지","84.9684","202501","03","43,000","301","12","개인","개인","2008","풍영로145번길 18","-","중개거래","광주 광산구","25.03.10"
"6785","광주광역시 광산구 쌍암동","694-59","0694","0059","쌍암중흥에스-클래스리버시티","76.9179","202501","03","42,000","104동","5","개인","개인","2017","월계로 223-8","-","중개거래","광주 광산구","25.02.27"
"6786","광주광역시 북구 연제동","36-1","0036","0001","현대","129.7300","202501","03","23,000","105","2","개인","개인","1992","양일로 55","-","중개거래","광주 북구","25.03.14"
"6787","광주광역시 광산구 도산동","1314","1314","0000","우방아이유쉘","79.6397","202501","03","27,750","106동","4","개인","개인","2016","평동로1098번길 185","-","직거래","-","25.02.20"
"6788","광주광역시 광산구 산월동","885-1","0885","0001","부영2차","84.7886","202501","03","25,000","202","9","개인","개인","2004","첨단중앙로68번길 22","-","중개거래","광주 광산구","25.01.15"
"6789","광주광역시 광산구 산월동","884-1","0884","0001","호반리젠시빌2","84.3979","202501","03","33,700","310","9","개인","개인","2003","첨단중앙로68번길 100","-","중개거래","광주 광산구","25.02.26"
"6790","광주광역시 광산구 우산동","1572-5","1572","0005","동산아파트","59.6100","202501","03","12,550","103","4","개인","개인","1991","월곡산정로 20-49","-","중개거래","광주 광산구","25.02.18"
"6791","광주광역시 광산구 신가동","1304","1304","0000","대방노블랜드","84.9366","202501","03","46,200","105","22","개인","개인","2009","수등로76번길 40","-","중개거래","광주 광산구","25.03.14"
"6792","광주광역시 광산구 신가동","1055","1055","0000","한양수자인","84.8894","202501","03","48,500","102","12","개인","개인","2009","수등로123번길 75","-","중개거래","광주 광산구","25.04.11"
"6793","광주광역시 광산구 신가동","1304","1304","0000","대방노블랜드","84.9366","202501","03","46,200","-","22","개인","개인","2009","수등로76번길 40","20250212","중개거래","광주 광산구","-"
"6794","광주광역시 광산구 신창동","1290","1290","0000","대라수아파트","68.8307","202501","03","26,500","103","2","개인","개인","2017","장신로 326","-","직거래","-","25.01.03"
"6795","광주광역시 광산구 운남동","769-1","0769","0001","운남주공5단지","84.7700","202501","03","28,000","504","17","개인","개인","1997","하남대로 248-10","-","중개거래","광주 광산구","25.01.20"
"6796","광주광역시 광산구 산정동","1119","1119","0000","부영애시앙1차(산정셀트리움)","84.8198","202501","03","28,500","108","16","개인","개인","2008","목련로 42","-","중개거래","광주 광산구","25.02.19"
"6797","광주광역시 광산구 하남동","971","0971","0000","하남3지구모아엘가","84.9817","202501","03","40,800","101동","9","개인","개인","2018","단전둘레길 15","-","중개거래","광주 광산구","25.02.28"
"6798","광주광역시 광산구 장덕동","1116","1116","0000","수완GS자이","121.5193","202501","02","70,500","102","16","개인","개인","2008","장덕로95번길 45","-","중개거래","광주 광산구","25.02.26"
"6799","광주광역시 북구 연제동","1119","1119","0000","힐스테이트연제","84.9934","202501","02","46,000","108동","10","개인","개인","2020","양일1로 31","-","중개거래","광주 북구","25.02.21"
"6800","광주광역시 광산구 도산동","1314","1314","0000","우방아이유쉘","59.7926","202501","02","22,800","105동","8","개인","개인","2016","평동로1098번길 185","-","중개거래","광주 광산구","25.02.27"
"6801","광주광역시 광산구 산월동","886-1","0886","0001","첨단부영6차","84.9931","202501","02","26,500","1203동","2","개인","개인","2006","산월로 64","-","중개거래","광주 광산구","25.02.07"
"6802","광주광역시 광산구 산월동","885-3","0885","0003","부영그린타운","84.8512","202501","02","30,000","1103","11","개인","개인","2005","산월로 81","-","중개거래","광주 광산구","25.03.12"
"6803","광주광역시 광산구 선암동","555","0555","0000","선운모아엘가","79.5181","202501","02","36,000","106","5","개인","개인","2014","선운중앙로 45","-","중개거래","광주 북구","25.02.20"
"6804","광주광역시 광산구 우산동","1602-2","1602","0002","리버힐","49.8600","202501","02","9,600","105","1","개인","개인","1992","우산로 47","-","중개거래","광주 광산구","25.01.10"
"6805","광주광역시 광산구 우산동","1625","1625","0000","쌍용더플래티넘광산","84.9784","202501","02","45,000","107동","10","개인","개인","2021","우산로107번길 67","-","중개거래","광주 광산구","25.01.17"
"6806","광주광역시 광산구 우산동","1572-2","1572","0002","하남우미","49.1400","202501","02","12,300","104","4","개인","개인","1992","월곡산정로 40","-","중개거래","광주 광산구","25.02.05"
"6807","광주광역시 광산구 쌍암동","676-3","0676","0003","첨단센트럴파크2차","47.4400","202501","02","14,500","-","9","개인","개인","2018","첨단중앙로170번길 87","20250106","중개거래","광주 광산구","-"
"6808","광주광역시 광산구 월곡동","613-1","0613","0001","금호타운","56.6900","202501","02","10,500","11","15","법인","개인","1991","월곡산정로 80","-","중개거래","광주 광산구","25.01.03"
"6809","광주광역시 광산구 소촌동","69-3","0069","0003","대덕무지개","59.8800","202501","02","8,500","602","9","개인","개인","1993","금봉로 36","-","중개거래","광주 광산구","25.02.05"
"6810","광주광역시 광산구 월계동","763-3","0763","0003","우미3","59.8300","202501","02","17,800","304","2","개인","개인","1997","첨단내촌로 93","-","중개거래","광주 광산구","25.03.07"
"6811","광주광역시 광산구 운남동","781-1","0781","0001","운남주공8단지","59.4200","202501","02","20,800","812","12","개인","개인","2000","목련로153번길 143","-","중개거래","광주 광산구","25.05.02"
"6812","광주광역시 광산구 신가동","1019-2","1019","0002","호반리젠시빌1차","84.0624","202501","02","25,250","105","9","개인","개인","2001","수등로 280","-","중개거래","광주 광산구","25.02.18"
"6813","광주광역시 광산구 신가동","1048","1048","0000","신창6차호반베르디움","70.9346","202501","02","26,000","612","8","개인","개인","2005","신창로35번길 80","-","중개거래","광주 광산구","25.02.24"
"6814","광주광역시 광산구 쌍암동","676-3","0676","0003","첨단센트럴파크2차","47.4400","202501","02","14,500","202동","9","개인","개인","2018","첨단중앙로170번길 87","-","중개거래","광주 광산구","25.03.04"
"6815","광주광역시 북구 양산동","101","0101","0000","청암프로스빌","59.9700","202501","02","9,500","102","5","개인","개인","1998","자라봉로 33","-","중개거래","광주 북구","25.03.18"
"6816","광주광역시 광산구 운남동","387-22","0387","0022","삼성","59.9100","202501","02","14,050","112","19","개인","개인","1996","임방울대로 142-12","-","중개거래","광주 광산구","25.03.31"
"6817","광주광역시 광산구 운남동","800","0800","0000","우방아이유쉘","84.9797","202501","02","41,700","104동","7","개인","개인","2015","임방울대로 154-24","-","중개거래","광주 광산구","25.02.28"
"6818","광주광역시 광산구 운남동","800","0800","0000","우방아이유쉘","59.7699","202501","02","28,500","108동","8","개인","개인","2015","임방울대로 154-24","-","중개거래","광주 광산구","25.02.21"
"6819","광주광역시 북구 일곡동","814-3","0814","0003","롯데","114.6230","202501","02","39,500","105","11","개인","개인","1999","설죽로 595","-","중개거래","광주 북구","25.01.23"
"6820","광주광역시 북구 매곡동","214-10","0214","0010","호반2","59.9500","202501","02","10,500","-","6","개인","개인","1995","매곡로 64","-","중개거래","광주 북구","-"
"6821","광주광역시 남구 봉선동","1092","1092","0000","봉선동제일풍경채엘리트파크","84.9639","202501","02","78,000","101동","5","개인","개인","2016","제석로80번길 5","-","중개거래","광주 남구","25.04.01"
"6822","광주광역시 서구 금호동","240-2","0240","0002","종원팰리스빌","84.9831","202501","02","27,000","101","8","개인","개인","2002","화개1로 59-2","-","중개거래","광주 서구","25.02.03"
"6823","광주광역시 북구 문흥동","787-1","0787","0001","주공","45.7700","202501","02","9,000","제106","14","개인","개인","1990","면앙로31번길 10","-","직거래","-","25.01.08"
"6824","광주광역시 북구 임동","340","0340","0000","임동리버파크","51.9400","202501","02","13,700","-","1","개인","개인","2005","천변우로 11","20250514","중개거래","광주 광산구","-"
"6825","광주광역시 북구 일곡동","849-1","0849","0001","한일","59.9150","202501","02","14,900","104","17","개인","개인","1997","일곡택지로 60","-","중개거래","광주 북구","25.01.10"
"6826","광주광역시 북구 일곡동","817-5","0817","0005","청솔3차","48.4500","202501","02","9,900","302","2","개인","개인","2000","일곡마을로 225","-","중개거래","광주 광산구","25.05.12"
"6827","광주광역시 북구 문흥동","995-3","0995","0003","중흥파크맨션1","84.9900","202501","02","15,400","101","14","개인","개인","1994","서하로 417","-","중개거래","광주 북구","25.02.11"
"6828","광주광역시 북구 각화동","591","0591","0000","휴먼파크서희스타힐스","76.7843","202501","02","33,500","105동","27","개인","개인","2017","군왕로 311","-","중개거래","광주 북구","25.01.16"
"6829","광주광역시 남구 임암동","881","0881","0000","효천1중흥에스-클래스에코시티","84.9772","202501","02","46,500","103동","19","개인","개인","2019","효천2로 12","-","중개거래","광주 남구","25.02.05"
"6830","광주광역시 남구 봉선동","1076","1076","0000","포스코더샵","107.2800","202501","02","84,000","108","1","개인","개인","2004","효사랑길 14","-","중개거래","광주 남구","25.03.24"
"6831","광주광역시 북구 우산동","631-1","0631","0001","현대","135.3700","202501","02","26,500","106","6","개인","개인","1991","호동로 100","-","중개거래","광주 북구","25.02.10"
"6832","광주광역시 서구 풍암동","1057","1057","0000","현대","59.9500","202501","02","16,300","제103","14","개인","개인","2000","풍암순환로 70","-","중개거래","광주 서구","25.03.19"
"6833","광주광역시 북구 문흥동","920","0920","0000","대주2","59.9900","202501","02","11,000","206","11","개인","개인","1988","평교로 45","-","직거래","-","25.01.13"
"6834","광주광역시 동구 학동","750-1","0750","0001","삼익세라믹","84.8700","202501","02","22,800","6","1","개인","개인","1989","남문로 676","-","중개거래","광주 동구","25.02.07"
"6835","광주광역시 북구 동림동","298","0298","0000","삼라마이다스","84.9492","202501","02","22,100","102","5","개인","개인","2005","동운로 141","-","중개거래","광주 북구","25.03.31"
"6836","광주광역시 서구 풍암동","1127","1127","0000","주은모아","59.2800","202501","02","18,100","106","18","개인","개인","2000","풍암2로 36","-","중개거래","광주 서구","25.01.15"
"6837","광주광역시 북구 문흥동","787-6","0787","0006","우성","96.6400","202501","02","17,800","103","9","개인","개인","1990","호동로 99","-","중개거래","광주 북구","25.03.31"
"6838","광주광역시 북구 일곡동","819-3","0819","0003","청솔4차","48.4500","202501","02","10,400","404","10","개인","개인","2001","일곡마을로 10","-","중개거래","광주 광산구","25.01.06"
"6839","광주광역시 남구 노대동","827","0827","0000","송화레이크힐","84.9300","202501","02","29,000","504","11","개인","개인","2007","노대실로 33","-","직거래","-","25.01.24"
"6840","광주광역시 북구 용봉동","1074-8","1074","0008","현대","131.3000","202501","02","22,500","102","13","개인","개인","1990","비엔날레로 65","-","중개거래","광주 북구","25.03.19"
"6841","광주광역시 동구 소태동","1113","1113","0000","e편한세상무등산","84.9508","202501","02","44,000","101동","6","개인","개인","2022","지원로42번길 10","-","중개거래","광주 남구, 광주 동구","25.01.17"
"6842","광주광역시 남구 봉선동","1089","1089","0000","봉선지웰","84.8200","202501","01","40,000","103동","9","개인","개인","2015","봉선2로 51-1","-","중개거래","광주 남구","25.02.07"
"6843","광주광역시 북구 운암동","364-1","0364","0001","운암동롯데캐슬1단지","76.6524","202501","01","28,400","101","5","개인","개인","2006","서강로54번길 11","-","중개거래","광주 북구","25.02.26"
"6844","광주광역시 남구 임암동","855","0855","0000","효천1중흥에스-클래스에코파크","84.9428","202501","01","43,500","211동","3","개인","개인","2019","효천3로 110","-","직거래","-","25.01.03"
"6845","광주광역시 동구 계림동","1845","1845","0000","두산위브3차(두산위브더파크)","59.9903","202501","01","35,500","303","6","개인","개인","2021","중앙로290번길 16","-","중개거래","광주 동구","25.02.14"
"6846","광주광역시 북구 동림동","1161-1","1161","0001","동림푸른주공4","84.8500","202501","01","20,500","402","18","개인","개인","1998","동림용산로 12","-","중개거래","광주 북구","25.02.28"
"6847","광주광역시 남구 방림동","62-27","0062","0027","금호맨션","59.7500","202501","01","12,300","101","3","개인","개인","1994","용대로 180-8","-","중개거래","광주 남구","25.02.28"
"6848","광주광역시 서구 풍암동","1057","1057","0000","현대","59.9500","202501","01","12,300","제101","20","개인","개인","2000","풍암순환로 70","-","중개거래","광주 서구","25.02.12"
"6849","광주광역시 서구 화정동","1712","1712","0000","더샵염주센트럴파크","84.9236","202501","01","68,500","106","5","개인","개인","2022","월드컵4강로 27","-","중개거래","광주 남구, 광주 서구","25.01.20"
"6850","광주광역시 북구 연제동","1007","1007","0000","대주피오레","84.9996","202501","01","26,000","101","10","개인","개인","2006","양일로 70","-","중개거래","광주 북구","25.02.28"
"6851","광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.6700","202501","01","12,600","102","15","개인","개인","1992","사암로215번길 16","-","중개거래","광주 광산구","25.02.28"
"6852","광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.7600","202501","01","8,800","112","10","개인","개인","1995","비아로62번길 12","-","중개거래","광주 광산구","25.02.21"
"6853","광주광역시 광산구 쌍암동","694-59","0694","0059","쌍암중흥에스-클래스리버시티","76.9179","202501","01","42,600","102동","20","개인","개인","2017","월계로 223-8","-","중개거래","광주 광산구","25.02.27"
"6854","광주광역시 북구 신용동","643-1","0643","0001","용두주공","59.9900","202412","31","13,000","108","19","개인","개인","1998","임방울대로1041번길 15","-","중개거래","광주 북구","25.02.28"
"6855","광주광역시 광산구 장덕동","1111","1111","0000","광주수완세영리첼","84.9871","202412","31","44,800","107","11","개인","개인","2014","풍영로 294-23","-","중개거래","광주 광산구","25.02.20"
"6856","광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.7600","202412","31","6,000","112","11","개인","개인","1995","비아로62번길 12","-","직거래","-","25.01.06"
"6857","광주광역시 북구 용두동","330","0330","0000","양산타운","59.7150","202412","31","15,000","101","7","개인","개인","1998","하서로423번길 33","-","중개거래","광주 북구","25.02.27"
"6858","광주광역시 광산구 도천동","627-1","0627","0001","중흥1차","59.9400","202412","31","9,250","-","3","법인","개인","1995","비아로62번길 7","20250114","중개거래","광주 광산구","-"
"6859","광주광역시 광산구 월계동","756-3","0756","0003","첨단선경","92.7800","202412","31","27,700","105","9","개인","개인","1997","첨단중앙로181번길 42-25","-","중개거래","광주 광산구","25.02.06"
"6860","광주광역시 광산구 도천동","627-1","0627","0001","중흥1차","59.9400","202412","31","9,250","102","3","법인","개인","1995","비아로62번길 7","-","중개거래","광주 광산구","25.01.15"
"6861","광주광역시 북구 양산동","101","0101","0000","청암프로스빌","59.9700","202412","31","11,500","103","14","개인","개인","1998","자라봉로 33","-","중개거래","광주 북구","25.02.24"
"6862","광주광역시 광산구 신창동","1187","1187","0000","신창부영","84.7886","202412","31","24,000","106","9","개인","개인","2005","장신로265번길 22","-","중개거래","광주 광산구","25.02.24"
"6863","광주광역시 광산구 신창동","1108-1","1108","0001","풍영리버빌(신가부영)","84.9873","202412","31","23,000","109","4","개인","개인","2001","수등로 287","-","중개거래","광주 광산구","25.03.07"
"6864","광주광역시 광산구 도산동","1081","1081","0000","서경","59.7900","202412","31","11,500","101","5","개인","개인","1998","도산로 28","-","중개거래","광주 광산구","25.02.20"
"6865","광주광역시 북구 두암동","73","0073","0000","라인동산","59.7900","202412","31","15,200","제105","15","개인","개인","1995","삼정로 112","-","중개거래","광주 북구","25.01.16"
"6866","광주광역시 서구 양동","321-20","0321","0020","그린파크","59.8500","202412","31","8,000","102","7","개인","개인","1996","상무대로1224번길 14","-","직거래","-","25.01.08"
"6867","광주광역시 북구 운암동","69","0069","0000","벽산블루밍메가씨티3단지","58.7079","202412","31","25,900","벽산 블루밍 메가씨티 302동","7","개인","개인","2008","대자로 55","-","중개거래","광주 북구","25.02.24"
"6868","광주광역시 북구 운암동","366-2","0366","0002","운암동롯데캐슬3단지","59.8159","202412","31","20,000","305","13","개인","개인","2006","서강로54번길 32","-","중개거래","광주 북구","25.01.20"
"6869","광주광역시 북구 오치동","856-25","0856","0025","오치동도나우","48.6207","202412","31","9,000","-","7","개인","개인","2013","안산로 47-4","-","중개거래","광주 북구","25.01.16"
"6870","광주광역시 북구 오치동","862-9","0862","0009","삼익","84.9800","202412","31","15,500","202","5","개인","개인","1992","설죽로336번길 21","-","중개거래","광주 북구","25.02.04"
"6871","광주광역시 서구 금호동","813","0813","0000","대주파크빌","59.9550","202412","31","17,800","107","11","개인","개인","2000","화개1로24번길 9","-","중개거래","광주 북구, 광주 서구","25.02.28"
"6872","광주광역시 서구 동천동","648","0648","0000","우미린","84.9679","202412","31","53,000","507","3","개인","개인","2007","하남대로710번길 20","-","중개거래","광주 서구","25.01.24"
"6873","광주광역시 동구 계림동","1815","1815","0000","두산위브2차","59.8997","202412","31","30,000","207동","12","개인","개인","2018","계림로30번길 15","-","직거래","-","25.02.25"
"6874","광주광역시 북구 일곡동","816-3","0816","0003","동아1","92.3700","202412","31","28,200","101","3","개인","개인","1999","우치로537번길 10","-","중개거래","광주 북구","25.02.27"
"6875","광주광역시 서구 쌍촌동","1282","1282","0000","모아제일","84.9000","202412","31","24,000","101","6","개인","개인","1998","상일로 37","-","중개거래","광주 서구","25.02.24"
"6876","광주광역시 남구 임암동","728","0728","0000","효천시티프라디움","84.9948","202412","31","46,000","103동","20","개인","개인","2019","효천2로 1","-","중개거래","광주 남구","25.02.14"
"6877","광주광역시 북구 문흥동","996-3","0996","0003","라인","59.9650","202412","31","12,100","103","14","개인","개인","1994","문산로 61","-","중개거래","광주 북구","25.02.25"
"6878","광주광역시 서구 쌍촌동","96","0096","0000","광명하이츠","84.9300","202412","31","11,000","101","13","개인","개인","1992","내방로251번길 10","-","직거래","-","24.12.31"
"6879","광주광역시 북구 문흥동","1011-1","1011","0001","중흥파크맨션2","59.9650","202412","31","11,000","201","3","개인","법인","1994","문산로 30","-","직거래","-","24.12.31"
"6880","광주광역시 남구 방림동","562","0562","0000","무등산센트럴파크","59.9000","202412","31","29,800","109","21","개인","개인","2009","방림로 31","-","중개거래","광주 서구","25.02.24"
"6881","광주광역시 남구 진월동","536","0536","0000","대주파크빌","84.9996","202412","31","23,500","101","3","개인","개인","2006","화산로 20","-","중개거래","광주 남구, 광주 동구","25.02.20"
"6882","광주광역시 서구 화정동","1706","1706","0000","화정엘리체퍼스티지","84.8709","202412","31","47,000","-","3","개인","개인","2019","염화로 20","20250314","중개거래","광주 서구","-"
"6883","광주광역시 동구 용산동","663","0663","0000","용산지구모아엘가에듀파크","84.9024","202412","31","45,000","305동","22","개인","개인","2019","용산3길 17","-","중개거래","광주 동구","25.01.24"
"6884","광주광역시 서구 화정동","1706","1706","0000","화정엘리체퍼스티지","84.8709","202412","31","47,000","101동","3","개인","개인","2019","염화로 20","-","중개거래","광주 서구","25.03.14"
"6885","광주광역시 동구 산수동","723","0723","0000","무등산그린웰로제비앙","64.5262","202412","31","37,000","-","13","개인","개인","2019","동계로 38","20250115","중개거래","광주 동구","-"
"6886","광주광역시 동구 산수동","723","0723","0000","무등산그린웰로제비앙","64.5262","202412","31","37,000","106","13","개인","개인","2019","동계로 38","-","중개거래","광주 동구","25.03.06"
"6887","광주광역시 북구 삼각동","755-16","0755","0016","모아호반","59.8900","202412","31","11,000","102","6","개인","개인","1995","설죽로370번길 27","-","중개거래","광주 북구","25.02.26"
"6888","광주광역시 동구 소태동","480-2","0480","0002","대아1차","84.9800","202412","31","14,000","101","7","개인","개인","1993","지원로 35","-","중개거래","광주 동구","25.01.21"
"6889","광주광역시 서구 치평동","1166-2","1166","0002","대우금호","59.9400","202412","31","21,100","105","11","개인","개인","1998","치평로 107","-","중개거래","광주 서구","25.02.21"
"6890","광주광역시 서구 치평동","1159","1159","0000","상무1차우미","59.7600","202412","31","16,500","101","12","개인","개인","1998","상무공원로 35","-","중개거래","광주 서구","25.05.30"
"6891","광주광역시 북구 문흥동","787-8","0787","0008","주공1","39.6900","202412","30","12,000","209","2","개인","개인","1989","면앙로31번길 7","-","중개거래","광주 북구","25.01.07"
"6892","광주광역시 북구 문흥동","787-1","0787","0001","주공","59.3900","202412","30","12,200","제108","2","개인","개인","1990","면앙로31번길 10","-","중개거래","광주 북구","25.01.17"
"6893","광주광역시 북구 문흥동","920","0920","0000","대주2","59.9100","202412","30","10,700","206","12","개인","개인","1988","평교로 45","-","중개거래","광주 북구","25.01.10"
"6894","광주광역시 서구 치평동","1166-2","1166","0002","대우금호","59.9400","202412","30","21,800","106","12","개인","개인","1998","치평로 107","-","중개거래","광주 남구, 광주 서구","25.02.06"
"6895","광주광역시 북구 삼각동","754-2","0754","0002","드림네스트삼각1차","84.5300","202412","30","20,000","드림네스트삼각1차","5","개인","법인","2018","우치로 337-4","-","직거래","-","24.12.30"
"6896","광주광역시 서구 치평동","1218","1218","0000","상무지구리채시티","23.3448","202412","30","8,200","상무리채1","15","개인","개인","2014","시청로 71","-","중개거래","광주 서구","24.12.30"
"6897","광주광역시 서구 치평동","1168-1","1168","0001","중흥(1168-1)","84.9300","202412","30","38,500","113","7","개인","개인","1997","치평로 77","-","중개거래","광주 서구","25.01.13"
"6898","광주광역시 서구 치평동","1331","1331","0000","상무에스케이뷰","59.9671","202412","30","45,500","101동","5","개인","개인","2016","마륵복개로 140","-","중개거래","광주 서구","25.02.06"
"6899","광주광역시 남구 월산동","1073","1073","0000","힐스테이트월산","84.9643","202412","30","48,200","110동","13","개인","개인","2024","월산로95번길 6","-","직거래","-","25.03.31"
"6900","광주광역시 남구 월산동","606-3","0606","0003","라인","59.8500","202412","30","11,300","101","11","개인","개인","1994","수박등로48번길 7","-","직거래","-","25.01.09"
"6901","광주광역시 서구 금호동","1112","1112","0000","금호지구대광로제비앙","84.9103","202412","30","44,000","102동","6","개인","법인","2022","금호심곡길 21","-","중개거래","광주 서구","25.03.28"
"6902","광주광역시 남구 임암동","728","0728","0000","효천시티프라디움","84.9984","202412","30","45,000","108동","10","개인","개인","2019","효천2로 1","-","중개거래","광주 남구","25.02.20"
"6903","광주광역시 북구 문흥동","996-2","0996","0002","공간","59.9700","202412","30","14,800","101","13","개인","법인","1994","문산로 65","-","중개거래","광주 북구","25.02.14"
"6904","광주광역시 북구 동림동","1330","1330","0000","운암산코오롱하늘채","84.6815","202412","30","41,000","103","25","개인","개인","2018","동배마을길 29","-","중개거래","광주 북구","25.03.20"
"6905","광주광역시 서구 쌍촌동","904","0904","0000","상무푸르지오","105.8644","202412","30","64,000","109","1","개인","개인","2011","금호운천길 83","-","중개거래","광주 서구","25.02.06"
"6906","광주광역시 서구 화정동","858-2","0858","0002","럭키","52.5600","202412","30","16,000","5","1","개인","개인","1985","염화로40번길 20","-","직거래","-","25.01.21"
"6907","광주광역시 서구 동천동","506","0506","0000","동천센트럴파크","84.9900","202412","30","32,700","-","5","개인","개인","2007","동천로 11","20241230","중개거래","광주 북구, 광주 서구","-"
"6908","광주광역시 북구 일곡동","850-3","0850","0003","한국","59.9400","202412","30","15,000","101","6","개인","개인","1996","설죽로 565","-","중개거래","광주 북구, 전남 담양군","25.03.10"
"6909","광주광역시 서구 동천동","648","0648","0000","우미린","165.6041","202412","30","71,000","504","3","개인","법인","2007","하남대로710번길 20","-","직거래","-","24.12.30"
