dong,area,price
광주광역시 서구 유촌동,59.97,15400
광주광역시 북구 동림동,59.97,14700
광주광역시 남구 백운동,71.3925,33800
광주광역시 남구 월산동,74.8311,44300
광주광역시 서구 금호동,66.7633,38500
광주광역시 남구 봉선동,59.89,35200
광주광역시 남구 진월동,40,8200
광주광역시 남구 월산동,84.9303,44600
광주광역시 서구 농성동,84.11,23000
광주광역시 서구 농성동,84.9752,51000
광주광역시 서구 금호동,84.7555,28000
광주광역시 북구 일곡동,59.36,14300
광주광역시 남구 임암동,84.9948,57900
광주광역시 서구 금호동,59.94,15000
광주광역시 서구 금호동,84.7681,43500
광주광역시 북구 문흥동,59.965,12000
광주광역시 서구 치평동,59.94,13000
광주광역시 서구 동천동,84.9679,46700
광주광역시 서구 화정동,84.81,19400
광주광역시 서구 동천동,106.7823,60500
광주광역시 서구 치평동,59.94,20500
광주광역시 북구 두암동,41.85,7500
광주광역시 북구 두암동,41.85,8000
광주광역시 북구 두암동,70.64,6500
광주광역시 서구 치평동,67.6269,36000
광주광역시 동구 학동,59.9066,50000
광주광역시 북구 문흥동,59.99,11500
광주광역시 북구 문흥동,84.96,17800
광주광역시 북구 문흥동,59.91,7800
광주광역시 북구 문흥동,59.97,12000
광주광역시 서구 화정동,59.85,14600
광주광역시 북구 중흥동,59.98,36000
광주광역시 북구 운암동,119.1576,59700
광주광역시 북구 운암동,81.2155,45000
광주광역시 남구 행암동,74.95,27000
광주광역시 북구 운암동,84.98,18800
광주광역시 북구 본촌동,84.9931,27800
광주광역시 북구 운암동,84.3,21000
광주광역시 남구 진월동,93.5552,46000
광주광역시 서구 쌍촌동,50.16,10700
광주광역시 서구 쌍촌동,50.16,10700
광주광역시 서구 광천동,65.76,25000
광주광역시 북구 일곡동,59.935,18300
광주광역시 서구 치평동,67.6269,36000
광주광역시 서구 치평동,120.3209,59000
광주광역시 북구 일곡동,59.94,12000
광주광역시 남구 양림동,75.77,28900
광주광역시 동구 계림동,62.9856,46000
광주광역시 동구 계림동,76.9879,57000
광주광역시 북구 삼각동,84.4375,19500
광주광역시 서구 금호동,84.7555,30300
광주광역시 서구 금호동,59.985,17200
광주광역시 서구 금호동,59.985,17200
광주광역시 남구 백운동,84.95,21000
광주광역시 북구 일곡동,84.64,23950
광주광역시 북구 각화동,76.7843,33400
광주광역시 서구 마륵동,84.6701,51500
광주광역시 북구 동림동,84.93,15100
광주광역시 남구 봉선동,59.97,27000
광주광역시 서구 치평동,59.94,24500
광주광역시 동구 산수동,84.8445,46500
광주광역시 북구 신용동,84.9442,42000
광주광역시 북구 용두동,59.98,28700
광주광역시 북구 용두동,84.9821,41500
광주광역시 북구 양산동,84.8915,25200
광주광역시 북구 양산동,84.8915,25200
광주광역시 북구 양산동,84.6862,22500
광주광역시 광산구 우산동,84.4942,32000
광주광역시 광산구 우산동,44.52,8200
광주광역시 광산구 산월동,84.9763,26950
광주광역시 광산구 운남동,58.14,14000
광주광역시 광산구 송정동,84.9,19000
광주광역시 광산구 선암동,71.586,31000
광주광역시 광산구 하남동,49.1144,14800
광주광역시 광산구 하남동,84.9817,41000
광주광역시 광산구 소촌동,59.99,9000
광주광역시 광산구 산정동,59.9368,21700
광주광역시 광산구 운남동,59.91,14400
광주광역시 광산구 장덕동,84.6782,47300
광주광역시 광산구 장덕동,84.2801,27000
광주광역시 광산구 소촌동,84.9216,41500
광주광역시 광산구 장덕동,84.9462,44500
광주광역시 광산구 월곡동,84.72,17300
광주광역시 광산구 도산동,79.6397,25500
광주광역시 광산구 신창동,84.7886,24100
광주광역시 광산구 도산동,59.95,10200
광주광역시 광산구 월곡동,59.77,21500
광주광역시 광산구 우산동,59.67,12500
광주광역시 광산구 장덕동,84.9568,48250
광주광역시 광산구 수완동,115.9435,75500
광주광역시 북구 양산동,59.97,12500
광주광역시 광산구 송정동,59.52,12780
광주광역시 광산구 신가동,70.9346,27000
광주광역시 북구 연제동,84.6216,34000
광주광역시 광산구 산정동,84.8198,25200
광주광역시 북구 신용동,59.99,13600
광주광역시 북구 연제동,84.9934,46000
광주광역시 광산구 흑석동,84.9684,43700
광주광역시 북구 용봉동,84.8797,30000
광주광역시 서구 농성동,84.9752,54000
광주광역시 북구 각화동,72.65,16100
광주광역시 북구 문흥동,49.95,7900
광주광역시 서구 양동,74.9,27500
광주광역시 서구 풍암동,59.28,16300
광주광역시 남구 지석동,84.9892,41600
광주광역시 북구 문흥동,59.802,15500
광주광역시 북구 일곡동,59.935,15400
광주광역시 북구 문흥동,84.96,18900
광주광역시 북구 일곡동,59.76,15500
광주광역시 동구 계림동,84.5628,43700
광주광역시 서구 금호동,59.99,20700
광주광역시 북구 문흥동,84.99,17300
광주광역시 서구 금호동,80.1864,21000
광주광역시 남구 주월동,84.9589,47500
광주광역시 서구 내방동,46.365,9250
광주광역시 서구 금호동,84.7681,42700
광주광역시 북구 임동,51.94,13900
광주광역시 북구 용봉동,59.92,10000
광주광역시 북구 문흥동,45.77,8300
광주광역시 서구 화정동,84.9236,64500
광주광역시 동구 산수동,164.88,33500
광주광역시 서구 양동,59.85,11700
광주광역시 남구 지석동,84.9892,38000
광주광역시 동구 용산동,82.1389,43500
광주광역시 북구 일곡동,59.915,16000
광주광역시 북구 용봉동,59.5783,29000
광주광역시 서구 동천동,84.95,34200
광주광역시 동구 학동,114.5742,97000
광주광역시 서구 금호동,84.9831,28700
광주광역시 북구 본촌동,84.9976,46500
광주광역시 북구 동림동,84.6815,40000
광주광역시 북구 동림동,84.6815,37900
광주광역시 북구 오치동,84.96,16500
광주광역시 북구 동림동,59.99,14600
광주광역시 서구 치평동,84.985,33000
광주광역시 북구 매곡동,59.31,7450
광주광역시 북구 매곡동,59.31,8200
광주광역시 남구 진월동,84.9936,34000
광주광역시 남구 진월동,32.16,4720
광주광역시 북구 용봉동,114.1204,44000
광주광역시 서구 풍암동,59.95,15300
광주광역시 서구 쌍촌동,84.981,47500
광주광역시 북구 문흥동,59.802,11800
광주광역시 북구 문흥동,39.69,12200
광주광역시 서구 쌍촌동,59.36,17500
광주광역시 서구 쌍촌동,84.9543,41700
광주광역시 서구 풍암동,59.28,16800
광주광역시 서구 쌍촌동,84.5636,44800
광주광역시 북구 두암동,59.79,14000
광주광역시 서구 화정동,76.9341,58500
광주광역시 서구 풍암동,59.28,16800
광주광역시 서구 금호동,84.7741,43000
광주광역시 서구 금호동,49.86,12000
광주광역시 서구 금호동,59.94,19500
광주광역시 북구 두암동,60,8900
광주광역시 동구 계림동,84.949,47500
광주광역시 동구 계림동,59.9055,36600
광주광역시 남구 양림동,84.7,33500
광주광역시 서구 유촌동,84.87,25000
광주광역시 남구 월산동,74.8311,43700
광주광역시 동구 소태동,84.98,13500
광주광역시 남구 봉선동,59.94,16000
광주광역시 남구 봉선동,84.83,50500
광주광역시 남구 봉선동,149.2482,77000
광주광역시 북구 각화동,84.9987,51800
광주광역시 동구 학동,84.8412,63000
광주광역시 동구 산수동,84.9,18200
광주광역시 남구 백운동,84.9959,41800
광주광역시 동구 산수동,84.9817,33200
광주광역시 북구 용두동,84.9385,41900
광주광역시 광산구 운남동,59.76,15300
광주광역시 광산구 운남동,49.54,11700
광주광역시 광산구 운남동,58.14,11500
광주광역시 북구 신용동,84.3616,32500
광주광역시 북구 신용동,84.9751,52500
광주광역시 북구 신용동,65.5173,33000
광주광역시 북구 신용동,59.99,15400
광주광역시 광산구 소촌동,59.7128,14600
광주광역시 광산구 신가동,84.9429,32000
광주광역시 광산구 신가동,59.8276,24000
광주광역시 광산구 장덕동,84.9411,58000
광주광역시 광산구 장덕동,121.5193,66800
광주광역시 광산구 흑석동,84.9901,41100
광주광역시 광산구 하남동,46.3509,16250
광주광역시 광산구 산정동,84.9924,40900
광주광역시 광산구 산정동,59.9538,21000
광주광역시 북구 연제동,84.9934,46000
광주광역시 북구 연제동,84.9934,41500
광주광역시 광산구 신창동,59.748,21500
광주광역시 광산구 신창동,84.9882,38500
광주광역시 광산구 신창동,68.8307,27000
광주광역시 광산구 신창동,59.748,21700
광주광역시 광산구 도천동,59.94,11600
광주광역시 광산구 수완동,84.9547,42800
광주광역시 광산구 수완동,84.7296,46000
광주광역시 광산구 월곡동,59.04,11000
광주광역시 광산구 월계동,84.99,26500
광주광역시 광산구 월계동,59.9,19500
광주광역시 북구 용두동,59.98,27700
광주광역시 북구 용두동,84.9821,42000
광주광역시 북구 용두동,84.9821,42500
광주광역시 북구 양산동,59.9,12000
광주광역시 광산구 산월동,84.9931,29800
광주광역시 광산구 운남동,70.97,18500
광주광역시 광산구 운남동,59.76,13000
광주광역시 광산구 운남동,84.92,21250
광주광역시 북구 신용동,60.4624,25000
광주광역시 광산구 장덕동,84.9649,50000
광주광역시 광산구 장덕동,84.9129,38000
광주광역시 광산구 장덕동,84.9129,38000
광주광역시 광산구 운남동,59.91,15250
광주광역시 북구 양산동,59.785,16250
광주광역시 광산구 장덕동,84.9401,47500
광주광역시 북구 연제동,59.91,9300
광주광역시 북구 연제동,84.9934,43000
광주광역시 북구 양산동,59.97,8500
광주광역시 광산구 하남동,46.3509,16550
광주광역시 광산구 신가동,84.83,20500
광주광역시 북구 용두동,84.9821,41500
광주광역시 광산구 비아동,59.88,14500
광주광역시 광산구 수완동,84.9382,52000
광주광역시 북구 매곡동,59.965,15000
광주광역시 북구 문흥동,84.97,24500
광주광역시 북구 문흥동,59.965,10700
광주광역시 서구 치평동,59.87,27300
광주광역시 북구 일곡동,132.21,38000
광주광역시 북구 일곡동,59.36,16200
광주광역시 북구 일곡동,68.32,17000
광주광역시 북구 일곡동,48.45,10500
광주광역시 서구 풍암동,84.9996,28000
광주광역시 북구 중흥동,84.88,56300
광주광역시 서구 풍암동,59.955,18700
광주광역시 서구 쌍촌동,19.5438,4650
광주광역시 서구 쌍촌동,50.16,9000
광주광역시 동구 계림동,75.9867,42000
광주광역시 남구 백운동,84.9959,44000
광주광역시 남구 지석동,84.9892,39200
광주광역시 남구 방림동,59.75,12900
광주광역시 남구 방림동,59.9,29000
광주광역시 북구 동림동,59.99,16500
광주광역시 북구 동림동,84.99,15200
광주광역시 북구 동림동,59.99,14200
광주광역시 남구 월산동,84.9527,50000
광주광역시 남구 월산동,84.9643,48000
광주광역시 남구 월산동,84.9303,44000
광주광역시 남구 월산동,84.9303,44000
광주광역시 남구 서동,84.9771,35000
광주광역시 서구 금호동,84.8726,40000
광주광역시 서구 금호동,84.7681,40500
광주광역시 동구 학동,39.9183,29800
광주광역시 동구 학동,59.92,24500
광주광역시 동구 월남동,78.2705,27000
광주광역시 남구 봉선동,59.89,39000
광주광역시 남구 진월동,84.42,25200
광주광역시 북구 운암동,124.685,20000
광주광역시 서구 화정동,84.96,19500
광주광역시 북구 두암동,41.85,7000
광주광역시 서구 금호동,59.99,20100
광주광역시 남구 행암동,84.9184,36700
광주광역시 북구 본촌동,84.9931,25000
광주광역시 동구 용산동,84.9024,46000
광주광역시 서구 금호동,80.1864,21200
광주광역시 서구 양동,60.58,14000
광주광역시 서구 치평동,59.76,17700
광주광역시 남구 송하동,59.97,11500
광주광역시 서구 쌍촌동,84.42,26000
광주광역시 동구 계림동,59.9055,37000
광주광역시 서구 쌍촌동,84.42,15000
광주광역시 북구 각화동,59.9987,28900
광주광역시 북구 각화동,59.9891,29500
광주광역시 서구 금호동,84.9831,31000
광주광역시 서구 쌍촌동,84.42,15000
광주광역시 북구 삼각동,74.1967,35500
광주광역시 북구 문흥동,59.965,11000
광주광역시 북구 문흥동,59.802,15600
광주광역시 서구 화정동,110.2243,68400
광주광역시 서구 화정동,84.833,24500
광주광역시 동구 월남동,59.9963,22000
광주광역시 서구 금호동,59.94,17500
광주광역시 서구 치평동,17.1728,7700
광주광역시 동구 산수동,114.924,62500
광주광역시 북구 용봉동,59.85,10000
광주광역시 북구 문흥동,49.95,9000
광주광역시 북구 문흥동,59.97,14000
광주광역시 북구 문흥동,59.965,11800
광주광역시 북구 일곡동,48.45,9600
광주광역시 북구 두암동,31.77,5000
광주광역시 서구 풍암동,109.45,37800
광주광역시 북구 중흥동,83.9485,36000
광주광역시 북구 동림동,84.79,20800
광주광역시 동구 산수동,74.1309,27500
광주광역시 북구 신용동,84.9893,43300
광주광역시 광산구 월계동,59.93,18000
광주광역시 광산구 우산동,78.9882,34300
광주광역시 광산구 쌍암동,41.83,13500
광주광역시 북구 용두동,83.2578,32000
광주광역시 광산구 월계동,60,26000
광주광역시 광산구 우산동,59.61,10000
광주광역시 광산구 송정동,39.52,7000
광주광역시 광산구 신창동,59.748,18300
광주광역시 광산구 월계동,99.9,34300
광주광역시 광산구 신가동,84.6075,49000
광주광역시 북구 용두동,84.9821,41400
광주광역시 광산구 수완동,84.9547,46000
광주광역시 광산구 월곡동,47.21,9600
광주광역시 광산구 도산동,59.79,12800
광주광역시 북구 신용동,59.99,12750
광주광역시 광산구 월계동,92.115,29000
광주광역시 광산구 신창동,84.976,35000
광주광역시 광산구 월곡동,74,14500
광주광역시 광산구 장덕동,84.6782,42500
광주광역시 광산구 장덕동,84.9568,48000
광주광역시 북구 연제동,84.945,19800
광주광역시 북구 연제동,84.8728,27300
광주광역시 북구 양산동,37.479,8000
광주광역시 광산구 산정동,84.9924,39000
광주광역시 광산구 신창동,84.9931,29000
광주광역시 광산구 신창동,59.748,19000
광주광역시 북구 신용동,164.598,75500
광주광역시 광산구 신가동,84.9931,30000
광주광역시 남구 진월동,59.4,8850
광주광역시 남구 월산동,84.9303,47200
광주광역시 남구 월산동,84.9303,47200
광주광역시 북구 두암동,59.79,12750
광주광역시 북구 두암동,84.97,20900
광주광역시 남구 월산동,84.9303,60419
광주광역시 동구 운림동,154.825,35000
광주광역시 서구 금호동,84.7681,39500
광주광역시 서구 동천동,75.72,32000
광주광역시 서구 동천동,75.72,33200
광주광역시 남구 봉선동,84.73,16800
광주광역시 남구 봉선동,84.6448,40500
광주광역시 남구 지석동,78.3276,25000
광주광역시 동구 산수동,84.6855,26500
광주광역시 동구 산수동,94.57,23500
광주광역시 남구 방림동,84.6746,58500
광주광역시 남구 진월동,32.16,5850
광주광역시 동구 계림동,59.9055,38500
광주광역시 서구 치평동,69.8688,35500
광주광역시 남구 주월동,40.119,8000
광주광역시 북구 본촌동,158.9,65000
광주광역시 북구 운암동,84.98,19000
광주광역시 북구 문흥동,59.91,10000
광주광역시 북구 중흥동,59.98,38500
광주광역시 서구 풍암동,59.955,16000
광주광역시 서구 풍암동,59.55,17000
광주광역시 북구 용봉동,84.5458,31000
광주광역시 북구 문흥동,59.965,11700
광주광역시 서구 쌍촌동,59.9854,31500
광주광역시 북구 매곡동,121.586,35000
광주광역시 서구 유촌동,59.97,17200
광주광역시 북구 문흥동,45.77,8000
광주광역시 북구 운암동,84.93,13200
광주광역시 북구 운암동,84.93,13200
광주광역시 북구 운암동,84.7489,36000
광주광역시 북구 운암동,58.7079,26500
광주광역시 남구 봉선동,84.9381,39700
광주광역시 남구 봉선동,84.9381,39700
광주광역시 북구 문흥동,59.965,15400
광주광역시 남구 봉선동,84.99,20500
광주광역시 동구 산수동,64.5262,34500
광주광역시 남구 행암동,84.98,30700
광주광역시 북구 동림동,84.87,20500
광주광역시 남구 진월동,59.76,13200
광주광역시 북구 오치동,44.52,7100
광주광역시 북구 문흥동,49.95,7500
광주광역시 북구 두암동,60,9600
광주광역시 북구 일곡동,84.985,22700
광주광역시 북구 일곡동,59.915,17500
광주광역시 남구 지석동,84.783,23000
광주광역시 남구 지석동,84.9892,39000
광주광역시 서구 금호동,84.7741,39500
광주광역시 서구 치평동,134.69,77000
광주광역시 서구 치평동,59.99,24000
광주광역시 남구 진월동,59.46,10700
광주광역시 서구 금호동,49.92,15000
광주광역시 서구 화정동,59.93,13000
광주광역시 북구 삼각동,75.9006,37700
광주광역시 남구 백운동,151.8,27000
광주광역시 서구 풍암동,59.985,12700
광주광역시 서구 내방동,84.03,22000
광주광역시 서구 쌍촌동,59.97,16000
광주광역시 동구 계림동,75.9867,46000
광주광역시 서구 쌍촌동,72.9746,39700
광주광역시 남구 주월동,84.52,17200
광주광역시 서구 금호동,84.7741,39500
광주광역시 광산구 흑석동,84.9901,39000
광주광역시 북구 양산동,84.9993,30200
광주광역시 광산구 도천동,59.76,8700
광주광역시 광산구 신창동,74.4762,33000
광주광역시 광산구 수완동,84.1244,53000
광주광역시 북구 용두동,59.98,27300
광주광역시 북구 용두동,84.9821,41500
광주광역시 광산구 우산동,84.9629,48500
광주광역시 광산구 우산동,59.67,11100
광주광역시 광산구 월곡동,84.72,17000
광주광역시 광산구 월곡동,49.98,9500
광주광역시 광산구 월곡동,49.32,10000
광주광역시 북구 신용동,59.99,12700
광주광역시 광산구 운남동,84.9098,38700
광주광역시 광산구 송정동,59.88,10200
광주광역시 광산구 산월동,84.8512,29000
광주광역시 광산구 산월동,83.7154,29000
광주광역시 광산구 산월동,84.3979,26000
광주광역시 광산구 운남동,84.28,35000
광주광역시 북구 신용동,59.99,15500
광주광역시 북구 연제동,84.9996,28800
광주광역시 광산구 운남동,59.91,14000
광주광역시 광산구 선암동,74.98,32700
광주광역시 광산구 산정동,84.9924,40000
광주광역시 광산구 장덕동,84.9462,43900
광주광역시 광산구 장덕동,84.9401,44500
광주광역시 광산구 우산동,69.9146,28200
광주광역시 광산구 수완동,84.8545,62000
광주광역시 북구 용두동,84.7,37200
광주광역시 북구 양산동,37.479,8200
광주광역시 광산구 신창동,84.9878,40000
광주광역시 광산구 수완동,84.1244,50000
광주광역시 광산구 월곡동,84.51,15000
광주광역시 북구 용두동,59.98,25400
광주광역시 서구 풍암동,59.95,17400
광주광역시 서구 풍암동,60,14900
광주광역시 남구 진월동,84.9996,28950
광주광역시 북구 일곡동,59.36,15500
광주광역시 북구 일곡동,84.985,23500
광주광역시 북구 일곡동,84.985,23500
광주광역시 북구 일곡동,59.94,17500
광주광역시 북구 매곡동,80.3123,26500
광주광역시 북구 매곡동,80.3123,26500
광주광역시 남구 송하동,84.9969,35000
광주광역시 동구 계림동,59.9083,35400
광주광역시 동구 계림동,59.703,18800
광주광역시 동구 계림동,75.9117,41500
광주광역시 동구 계림동,59.9083,35400
광주광역시 서구 치평동,59.9671,45000
광주광역시 남구 월산동,75.925,40500
광주광역시 남구 봉선동,158.6392,104300
광주광역시 남구 봉선동,158.6392,104300
광주광역시 서구 동천동,84.99,34000
광주광역시 서구 동천동,131.2954,70000
광주광역시 서구 동천동,84.95,30800
광주광역시 북구 두암동,31.77,4800
광주광역시 북구 두암동,41.85,7200
광주광역시 동구 용산동,84.99,12500
광주광역시 북구 각화동,76.7843,33000
광주광역시 북구 운암동,84.96,18000
광주광역시 북구 운암동,84.8269,38000
광주광역시 북구 운암동,84.8269,41000
광주광역시 북구 운암동,58.0093,21050
광주광역시 서구 화정동,59.93,18000
광주광역시 서구 화정동,84.97,52000
광주광역시 서구 화정동,84.96,19000
광주광역시 서구 유촌동,84.98,27200
광주광역시 북구 용봉동,128.84,18000
광주광역시 북구 용봉동,84.72,15900
광주광역시 북구 용봉동,84.2328,25100
광주광역시 북구 용봉동,84.92,16700
광주광역시 북구 용봉동,84.9843,21700
광주광역시 북구 문흥동,39.3,12500
광주광역시 서구 금호동,101.9,43500
광주광역시 서구 금호동,59.94,14500
광주광역시 서구 쌍촌동,84.42,26500
광주광역시 북구 임동,51.94,14400
광주광역시 북구 풍향동,36.1102,15000
광주광역시 서구 화정동,76.9341,56450
광주광역시 남구 방림동,84.9,33200
광주광역시 남구 송하동,59.55,13400
광주광역시 서구 치평동,69.8688,34700
광주광역시 남구 주월동,84.84,13400
광주광역시 서구 유촌동,80.779,31500
광주광역시 북구 각화동,84.9796,40000
광주광역시 북구 본촌동,84.9931,27000
광주광역시 북구 본촌동,84.9931,27000
광주광역시 서구 금호동,84.9831,28800
광주광역시 남구 노대동,75.77,26000
광주광역시 남구 행암동,113.1205,59500
광주광역시 북구 문흥동,115.88,34400
광주광역시 서구 광천동,84.9463,63500
광주광역시 서구 풍암동,84.601,32800
광주광역시 북구 용봉동,84.2328,23400
광주광역시 서구 풍암동,60,14600
광주광역시 서구 농성동,84.9931,53000
광주광역시 남구 백운동,84.99,16800
광주광역시 북구 일곡동,48.45,10000
광주광역시 북구 두암동,146.88,32000
광주광역시 북구 두암동,146.88,30000
광주광역시 서구 동천동,84.99,33500
광주광역시 북구 용봉동,59.9879,23000
광주광역시 북구 용봉동,59.857,28500
광주광역시 북구 용봉동,84.5458,26800
광주광역시 광산구 흑석동,84.9901,41500
광주광역시 광산구 수완동,84.7885,50000
광주광역시 광산구 하남동,84.8198,27300
광주광역시 광산구 산정동,84.8198,26900
광주광역시 광산구 산월동,84.9763,25200
광주광역시 광산구 운남동,84.9895,42300
광주광역시 광산구 월계동,92.39,22000
광주광역시 광산구 월계동,59.99,23500
광주광역시 광산구 산월동,84.7886,31200
광주광역시 북구 연제동,84.9996,28300
광주광역시 광산구 선암동,72.2197,37200
광주광역시 광산구 선암동,72.2197,38000
광주광역시 광산구 우산동,74.9629,32000
광주광역시 북구 용두동,59.8814,26000
광주광역시 북구 용두동,59.98,27200
광주광역시 북구 신용동,84.9442,41200
광주광역시 북구 신용동,65.6043,39200
광주광역시 북구 신용동,65.6043,34000
광주광역시 북구 신용동,65.6043,37500
광주광역시 광산구 신창동,84.9873,23600
광주광역시 광산구 신창동,125.1218,60000
광주광역시 북구 연제동,69.0696,31000
광주광역시 북구 연제동,84.9934,45300
광주광역시 북구 연제동,59.97,9000
광주광역시 광산구 산정동,84.8198,28300
광주광역시 광산구 산정동,59.9451,19800
광주광역시 광산구 산정동,59.9538,23000
광주광역시 광산구 수완동,84.9382,57000
광주광역시 광산구 우산동,84.9784,43000
광주광역시 광산구 우산동,49.86,9000
광주광역시 광산구 신창동,59.748,20800
광주광역시 광산구 소촌동,84.7798,27300
광주광역시 광산구 월곡동,84.72,15800
광주광역시 광산구 월곡동,59.33,20600
광주광역시 광산구 월곡동,84.69,14000
광주광역시 광산구 운남동,58.14,13650
광주광역시 광산구 운남동,59.91,18000
광주광역시 광산구 신창동,84.7886,26300
광주광역시 광산구 송정동,59.84,12800
광주광역시 북구 양산동,47.3,13000
광주광역시 광산구 도산동,59.8407,24000
광주광역시 광산구 장덕동,131.0902,80000
광주광역시 광산구 장덕동,84.9568,54000
광주광역시 광산구 장덕동,156.5054,88000
광주광역시 광산구 신가동,84.9931,29800
광주광역시 광산구 신가동,59.8276,20000
광주광역시 북구 신용동,65.6043,37500
광주광역시 북구 신용동,84.9751,49000
광주광역시 북구 신용동,65.6043,37500
광주광역시 서구 금호동,84.9831,29000
광주광역시 서구 쌍촌동,84.42,18300
광주광역시 서구 쌍촌동,116.22,34000
광주광역시 북구 동림동,59.99,13500
광주광역시 북구 동림동,59.79,11000
광주광역시 북구 동림동,76.4501,35700
광주광역시 남구 방림동,51.85,25000
광주광역시 남구 방림동,84.82,39500
광주광역시 서구 쌍촌동,84.96,16100
광주광역시 서구 쌍촌동,84.78,23500
광주광역시 서구 풍암동,82.6212,31000
광주광역시 남구 방림동,60,12000
광주광역시 남구 방림동,59.96,14000
광주광역시 동구 산수동,114.924,63500
광주광역시 북구 삼각동,32.34,4000
광주광역시 서구 치평동,49.88,17500
광주광역시 동구 계림동,84.8686,37500
광주광역시 동구 계림동,84.9647,50000
광주광역시 남구 주월동,84.8298,53900
광주광역시 북구 매곡동,80.3123,26000
광주광역시 북구 본촌동,84.9976,45600
광주광역시 남구 압촌동,84.9651,36200
광주광역시 북구 일곡동,49.94,15000
광주광역시 북구 일곡동,59.36,15000
광주광역시 북구 일곡동,84.64,24500
광주광역시 북구 일곡동,48.45,9100
광주광역시 북구 용봉동,59.85,9800
광주광역시 북구 용봉동,99.98,26800
광주광역시 북구 용봉동,59.76,14500
광주광역시 북구 일곡동,59.935,13900
광주광역시 서구 화정동,84.97,52400
광주광역시 서구 유촌동,72.78,23200
광주광역시 북구 운암동,84.7489,37000
광주광역시 남구 진월동,59.4,13800
광주광역시 북구 문흥동,59.97,15300
광주광역시 북구 운암동,111.0942,42300
광주광역시 서구 유촌동,49.96,13200
광주광역시 북구 각화동,84.9796,41200
광주광역시 북구 각화동,59.9821,28000
광주광역시 서구 마륵동,84.6701,49300
광주광역시 서구 마륵동,84.6701,44000
광주광역시 북구 두암동,60,9000
광주광역시 동구 학동,84.78,34000
광주광역시 동구 학동,84.8412,60000
광주광역시 남구 봉선동,140.1509,143500
광주광역시 남구 봉선동,84.32,69000
광주광역시 남구 봉선동,140.1509,149500
광주광역시 남구 봉선동,143.2049,120000
광주광역시 남구 월산동,84.9643,45700
광주광역시 북구 오치동,61.02,9000
광주광역시 동구 소태동,84.9508,40000
광주광역시 동구 지산동,81.7781,17650
광주광역시 남구 진월동,84.96,25000
광주광역시 서구 풍암동,49.56,11800
광주광역시 서구 금호동,84.7741,39000
광주광역시 서구 치평동,84.9161,50000
광주광역시 서구 내방동,46.365,8500
광주광역시 북구 동림동,84.87,18500
광주광역시 북구 동림동,64.2602,34500
광주광역시 북구 동림동,59.77,8900
광주광역시 북구 동림동,84.9779,40200
광주광역시 북구 운암동,130.2912,52400
광주광역시 서구 화정동,84.97,49000
광주광역시 서구 화정동,59.93,15000
광주광역시 북구 용봉동,84.5816,36700
광주광역시 북구 용봉동,65.4333,29500
광주광역시 서구 풍암동,59.985,13150
광주광역시 북구 우산동,74.9855,52950
광주광역시 북구 우산동,84.9713,66000
광주광역시 북구 임동,107.6685,40000
광주광역시 서구 쌍촌동,73.3745,36000
광주광역시 서구 쌍촌동,82.0505,19000
광주광역시 서구 금호동,84.7681,39500
광주광역시 서구 금호동,84.7555,33500
광주광역시 서구 금호동,84.8726,45000
광주광역시 서구 금호동,75.03,21000
광주광역시 서구 금호동,59.99,17300
광주광역시 서구 금호동,59.55,17900
광주광역시 북구 문흥동,45.77,9450
광주광역시 북구 문흥동,59.802,15800
광주광역시 북구 문흥동,59.965,14800
광주광역시 북구 각화동,59.85,9300
광주광역시 북구 각화동,84.9442,43100
광주광역시 북구 두암동,41.85,7500
광주광역시 서구 동천동,84.9872,47000
광주광역시 남구 봉선동,155.8244,167700
광주광역시 남구 봉선동,59.89,37900
광주광역시 남구 월산동,84.9643,45000
광주광역시 북구 오치동,59.78,11600
광주광역시 남구 임암동,84.9772,45000
광주광역시 남구 주월동,84.9589,51000
광주광역시 남구 주월동,84.9477,44000
광주광역시 북구 매곡동,80.3123,27800
광주광역시 북구 일곡동,48.45,10100
광주광역시 남구 진월동,136.9536,70000
광주광역시 광산구 쌍암동,101.92,107800
광주광역시 북구 신용동,59.99,17100
광주광역시 북구 신용동,49.29,11000
광주광역시 광산구 운남동,84.28,31500
광주광역시 광산구 월곡동,72.475,13000
광주광역시 광산구 하남동,84.8198,23800
광주광역시 광산구 도산동,83.013,23800
광주광역시 광산구 장덕동,84.9401,45000
광주광역시 광산구 장덕동,59.9817,31900
광주광역시 북구 연제동,84.9934,45000
광주광역시 북구 신용동,49.29,11000
광주광역시 북구 신용동,84.9839,48800
광주광역시 광산구 장덕동,59.9817,38000
광주광역시 광산구 장덕동,84.9129,36600
광주광역시 북구 양산동,79.175,18800
광주광역시 광산구 신가동,84.0624,25000
광주광역시 광산구 소촌동,36.3544,8000
광주광역시 광산구 월계동,60,22000
광주광역시 광산구 장덕동,84.9612,37100
광주광역시 광산구 장덕동,84.9606,43900
광주광역시 광산구 장덕동,84.2801,38500
광주광역시 광산구 장덕동,74.9636,37000
광주광역시 광산구 신가동,84.9931,28000
광주광역시 광산구 신가동,84.8832,55000
광주광역시 북구 양산동,46.95,6700
광주광역시 광산구 선암동,84.8497,31000
광주광역시 광산구 송정동,59.91,10800
광주광역시 광산구 운남동,84.28,32000
광주광역시 광산구 월곡동,84.51,14000
광주광역시 광산구 우산동,49.72,12430
