dong,area,price
광주광역시 북구 용봉동,84.93,15600
광주광역시 북구 우산동,68.77,10000
광주광역시 남구 봉선동,140.1509,143000
광주광역시 북구 운암동,84.9957,43000
광주광역시 서구 내방동,59.31,18300
광주광역시 동구 계림동,76.05,13200
광주광역시 북구 운암동,71.715,14000
광주광역시 북구 두암동,41.85,6600
광주광역시 서구 쌍촌동,69.09,8200
광주광역시 서구 치평동,84.93,37000
광주광역시 서구 금호동,59.55,18000
광주광역시 북구 오치동,73.37,12500
광주광역시 남구 백운동,59.94,9000
광주광역시 남구 봉선동,84.73,20000
광주광역시 서구 화정동,84.98,56000
광주광역시 남구 진월동,59.46,11000
광주광역시 북구 문흥동,96.64,17500
광주광역시 동구 선교동,84.953,33500
광주광역시 북구 풍향동,84.9858,44000
광주광역시 서구 화정동,59,15000
광주광역시 서구 풍암동,60,12000
광주광역시 남구 지석동,84.8792,31500
광주광역시 서구 화정동,84.99,18000
광주광역시 서구 금호동,84.7681,43800
광주광역시 남구 노대동,84.99,37500
광주광역시 북구 각화동,84.745,38700
광주광역시 남구 진월동,84.8544,30000
광주광역시 남구 백운동,71.1683,39500
광주광역시 북구 일곡동,48.45,10800
광주광역시 북구 일곡동,59.36,12000
광주광역시 북구 용봉동,59.857,24000
광주광역시 광산구 산월동,84.3979,28500
광주광역시 광산구 도천동,59.76,8000
광주광역시 광산구 신창동,84.7886,26000
광주광역시 광산구 신창동,59.94,14800
광주광역시 광산구 신창동,59.94,14800
광주광역시 광산구 신창동,59.748,22950
광주광역시 북구 연제동,69.0696,31000
광주광역시 광산구 운남동,59.42,18700
광주광역시 광산구 운남동,84.17,35000
광주광역시 광산구 운남동,49.83,12700
광주광역시 광산구 운남동,49.83,12700
광주광역시 광산구 송정동,62.557,30200
광주광역시 광산구 송정동,84.9,20700
광주광역시 북구 신용동,84.3616,32800
광주광역시 광산구 우산동,76.7778,30700
광주광역시 광산구 산월동,83.7154,25800
광주광역시 광산구 신가동,59.8527,22000
광주광역시 광산구 신가동,84.884,63500
광주광역시 광산구 신가동,84.9366,42000
광주광역시 광산구 신가동,84.9888,49500
광주광역시 광산구 신가동,84.9888,49500
광주광역시 광산구 우산동,76.7778,30700
광주광역시 광산구 신창동,84.9931,32000
광주광역시 서구 동천동,75.99,27500
광주광역시 북구 각화동,76.7843,34000
광주광역시 서구 풍암동,59.985,12800
광주광역시 서구 풍암동,33.7075,9100
광주광역시 서구 금호동,59.99,20500
광주광역시 북구 오치동,44.52,7200
광주광역시 서구 금호동,59.99,18700
광주광역시 북구 삼각동,59.89,10000
광주광역시 북구 중흥동,84.92,64000
광주광역시 북구 운암동,84.9957,39500
광주광역시 북구 문흥동,84.86,19050
광주광역시 서구 치평동,49.88,15000
광주광역시 남구 봉선동,84.9639,82000
광주광역시 동구 계림동,84.93,33000
광주광역시 동구 계림동,84.9964,53000
광주광역시 동구 계림동,59.6875,35500
광주광역시 동구 계림동,84.9765,47400
광주광역시 북구 운암동,84.865,15800
광주광역시 북구 동림동,84.85,20500
광주광역시 북구 동림동,84.85,21000
광주광역시 북구 동림동,84.79,21000
광주광역시 북구 동림동,84.9779,41000
광주광역시 남구 양림동,75.77,31200
광주광역시 동구 학동,84.7496,65000
광주광역시 남구 봉선동,84.64,23500
광주광역시 남구 봉선동,84.64,23500
광주광역시 남구 봉선동,77.37,22000
광주광역시 남구 봉선동,84.52,38000
광주광역시 남구 봉선동,84.3219,84500
광주광역시 서구 금호동,66.2029,43000
광주광역시 서구 화정동,84.97,57300
광주광역시 서구 화정동,82.62,35000
광주광역시 북구 각화동,84.9442,43000
광주광역시 서구 화정동,59.9828,48000
광주광역시 서구 쌍촌동,84.93,16300
광주광역시 동구 소태동,84.98,13500
광주광역시 북구 각화동,84.9701,38200
광주광역시 북구 두암동,84.97,25700
광주광역시 남구 진월동,59.92,12900
광주광역시 북구 용봉동,84.5458,29200
광주광역시 서구 치평동,59.87,27800
광주광역시 서구 치평동,84.87,44500
광주광역시 북구 각화동,84.9442,43000
광주광역시 광산구 운남동,59.76,12000
광주광역시 북구 연제동,84.9934,47200
광주광역시 광산구 송정동,59.52,13600
광주광역시 광산구 운남동,84.8,22750
광주광역시 북구 용두동,59.9049,19300
광주광역시 북구 신용동,59.99,15250
광주광역시 북구 신용동,84.9697,45000
광주광역시 북구 신용동,65.6043,36000
광주광역시 북구 신용동,84.9697,45000
광주광역시 북구 용두동,59.94,13250
광주광역시 북구 연제동,84.9934,47200
광주광역시 북구 연제동,84.9934,47200
광주광역시 북구 연제동,84.9934,47200
광주광역시 광산구 운남동,49.83,15600
광주광역시 광산구 운남동,49.54,12150
광주광역시 광산구 운남동,58.14,12300
광주광역시 광산구 월곡동,84.51,16700
광주광역시 광산구 우산동,74.9629,33500
광주광역시 광산구 장덕동,84.9178,44000
광주광역시 광산구 장덕동,84.9871,44300
광주광역시 북구 연제동,84.945,17500
광주광역시 광산구 운남동,84.17,30800
광주광역시 광산구 선암동,59.9723,28000
광주광역시 광산구 신창동,59.748,20100
광주광역시 광산구 하남동,84.8198,27000
광주광역시 광산구 소촌동,59.9,11000
광주광역시 광산구 쌍암동,84.88,60250
광주광역시 광산구 우산동,78.9882,35200
광주광역시 광산구 우산동,49.14,11000
광주광역시 북구 연제동,84.9934,42800
광주광역시 북구 연제동,84.945,17500
광주광역시 북구 두암동,76.41,17700
광주광역시 북구 문흥동,59.97,12000
광주광역시 북구 두암동,41.85,7000
광주광역시 남구 지석동,78.3276,25000
광주광역시 서구 풍암동,60,13000
광주광역시 남구 행암동,84.9355,41500
광주광역시 북구 두암동,59.79,12400
광주광역시 서구 농성동,61.215,9000
광주광역시 서구 금호동,84.75,26000
광주광역시 서구 풍암동,59.46,16300
광주광역시 서구 화정동,64.55,11000
광주광역시 북구 매곡동,84.8492,24700
광주광역시 북구 두암동,59.87,15000
광주광역시 북구 두암동,60,9500
광주광역시 서구 치평동,59.87,20600
광주광역시 북구 매곡동,80.3123,25400
광주광역시 남구 임암동,84.9948,47500
광주광역시 남구 임암동,84.9984,43900
광주광역시 북구 매곡동,84.8492,23000
광주광역시 남구 주월동,84.9728,39000
광주광역시 서구 금호동,84.9831,27500
광주광역시 북구 일곡동,54.282,12000
광주광역시 동구 용산동,59.5439,39880
광주광역시 북구 문흥동,59.802,10500
광주광역시 남구 방림동,83.91,14700
광주광역시 서구 마륵동,84.2343,50000
광주광역시 남구 진월동,59.4,11700
광주광역시 북구 동림동,84.9779,43200
광주광역시 서구 광천동,84.9405,62000
광주광역시 남구 봉선동,47.65,9500
광주광역시 서구 금호동,84.9493,27700
광주광역시 서구 화정동,76.9341,55450
광주광역시 서구 쌍촌동,59.82,12500
광주광역시 서구 쌍촌동,59.82,12500
광주광역시 남구 지석동,78.3276,28000
광주광역시 북구 중흥동,83.9485,36500
광주광역시 북구 각화동,59.9987,29300
광주광역시 남구 백운동,84.977,45000
광주광역시 동구 산수동,84.9377,45200
광주광역시 북구 신용동,59.99,13800
광주광역시 광산구 수완동,118.3,90000
광주광역시 광산구 하남동,84.9966,42800
광주광역시 광산구 월곡동,49.98,8500
광주광역시 광산구 운남동,59.42,18400
광주광역시 광산구 장덕동,84.9411,53000
광주광역시 광산구 월곡동,84.82,30000
광주광역시 광산구 쌍암동,26.36,4800
광주광역시 광산구 쌍암동,26.36,4800
광주광역시 광산구 산월동,84.3979,29000
광주광역시 광산구 운남동,59.48,19000
광주광역시 광산구 신가동,84.83,23200
광주광역시 북구 연제동,59.95,9500
광주광역시 광산구 선암동,72.2197,36500
광주광역시 광산구 선암동,72.2197,36500
광주광역시 광산구 장덕동,84.9871,45000
광주광역시 광산구 월곡동,59.04,13000
광주광역시 북구 양산동,112.0176,40000
광주광역시 광산구 쌍암동,84.97,73000
광주광역시 광산구 우산동,75.9493,35000
광주광역시 광산구 운남동,59.29,19400
광주광역시 북구 용봉동,114.1204,52000
광주광역시 동구 계림동,59.9048,37500
광주광역시 남구 임암동,84.9948,46500
광주광역시 남구 주월동,59.4,15700
광주광역시 북구 일곡동,59.946,15100
광주광역시 북구 문흥동,59.97,12500
광주광역시 북구 문흥동,59.99,14000
광주광역시 북구 문흥동,84.99,17000
광주광역시 북구 운암동,55.525,9800
광주광역시 동구 산수동,84.9178,27400
광주광역시 동구 산수동,84.9178,27400
광주광역시 남구 백운동,84.57,31000
광주광역시 남구 백운동,84.61,30000
광주광역시 남구 백운동,84.57,31000
광주광역시 북구 삼각동,74.1967,35400
광주광역시 북구 삼각동,59.82,15600
광주광역시 동구 운림동,84.7,23000
광주광역시 서구 화정동,76.9612,58500
광주광역시 서구 화정동,59.85,15300
광주광역시 서구 화정동,84.94,19500
광주광역시 남구 봉선동,59.93,18000
광주광역시 남구 봉선동,84.83,50200
광주광역시 동구 학동,188.4311,74000
광주광역시 북구 동림동,59.99,13300
광주광역시 남구 진월동,59.76,12000
광주광역시 남구 진월동,32.16,5200
광주광역시 북구 두암동,84.57,13500
광주광역시 서구 치평동,59.955,20500
광주광역시 북구 운암동,84.7489,35000
광주광역시 북구 운암동,84.9419,40000
광주광역시 서구 광천동,134.5698,70000
광주광역시 동구 계림동,75.9867,37500
광주광역시 서구 농성동,84.9931,51700
광주광역시 남구 지석동,84.9892,42400
광주광역시 남구 봉선동,84.83,46000
광주광역시 서구 풍암동,82.6212,29500
광주광역시 서구 화정동,76.9341,56100
광주광역시 북구 삼각동,84.4375,19400
광주광역시 남구 봉선동,59.918,14000
광주광역시 동구 산수동,84.9817,33000
광주광역시 서구 금호동,59.99,17400
광주광역시 북구 운암동,84.7489,35000
광주광역시 광산구 우산동,49.72,10500
광주광역시 광산구 우산동,49.14,12200
광주광역시 북구 신용동,84.9751,50800
광주광역시 광산구 우산동,84.9629,47000
광주광역시 광산구 소촌동,59.94,9000
광주광역시 광산구 운남동,59.76,12500
광주광역시 광산구 도산동,31.59,4000
광주광역시 광산구 월계동,60,26000
광주광역시 광산구 산정동,32.28,6050
광주광역시 광산구 월곡동,59.33,21700
광주광역시 광산구 우산동,84.9629,47000
광주광역시 광산구 운남동,84.28,34400
광주광역시 광산구 우산동,84.9784,42500
광주광역시 광산구 월곡동,84.03,30300
광주광역시 광산구 월계동,93.18,26500
광주광역시 광산구 산월동,84.7886,25000
광주광역시 광산구 도산동,83.547,26100
광주광역시 광산구 신창동,59.748,21300
광주광역시 광산구 신창동,59.748,21300
광주광역시 북구 신용동,84.99,40000
광주광역시 북구 신용동,84.9442,45900
광주광역시 북구 신용동,84.9442,41000
광주광역시 광산구 도천동,59.76,9350
광주광역시 광산구 신가동,84.9931,30900
광주광역시 광산구 운남동,59.42,17300
광주광역시 북구 양산동,59.97,10800
광주광역시 남구 행암동,84.9933,39800
광주광역시 남구 임암동,84.9948,46500
광주광역시 남구 진월동,124.04,31800
광주광역시 북구 각화동,84.9528,34800
광주광역시 북구 운암동,81.2155,45000
광주광역시 북구 운암동,59.835,16500
광주광역시 서구 치평동,59.935,13000
광주광역시 남구 지석동,84.9892,42000
광주광역시 남구 지석동,84.9892,48000
광주광역시 동구 계림동,84.9738,50000
광주광역시 동구 계림동,84.9669,71600
광주광역시 북구 풍향동,84.9833,40000
광주광역시 동구 계림동,75.9867,45000
광주광역시 남구 봉선동,77.37,20000
광주광역시 남구 봉선동,84.73,20000
광주광역시 북구 매곡동,80.3123,25500
광주광역시 서구 풍암동,59.46,17250
광주광역시 북구 두암동,41.85,6800
광주광역시 북구 두암동,146.88,29800
광주광역시 북구 두암동,41.85,6800
광주광역시 남구 봉선동,84.96,35000
광주광역시 북구 동림동,63.4644,32500
광주광역시 북구 문흥동,84.96,18000
광주광역시 서구 치평동,59.94,22000
광주광역시 북구 동림동,84.93,17000
광주광역시 남구 진월동,124.04,31800
광주광역시 북구 일곡동,96.87,32600
광주광역시 남구 진월동,59.92,10000
광주광역시 남구 진월동,84.99,22000
광주광역시 서구 치평동,84.9726,65800
광주광역시 남구 백운동,84.42,19000
광주광역시 남구 행암동,59.89,24500
광주광역시 남구 행암동,59.89,24500
광주광역시 서구 풍암동,80.1864,28800
광주광역시 북구 두암동,41.85,6500
광주광역시 서구 쌍촌동,59.99,13500
광주광역시 서구 화정동,76.9341,57000
광주광역시 광산구 신창동,125.1218,52500
광주광역시 광산구 신창동,69.4646,27200
광주광역시 광산구 신창동,84.7886,21500
광주광역시 북구 신용동,84.3957,53000
광주광역시 북구 신용동,84.99,41000
광주광역시 광산구 월계동,60,22000
광주광역시 광산구 운남동,49.69,10000
광주광역시 광산구 우산동,69.9146,29100
광주광역시 북구 연제동,59.97,9000
광주광역시 광산구 신창동,84.976,33000
광주광역시 광산구 우산동,49.14,9200
광주광역시 광산구 운남동,84.92,14600
광주광역시 광산구 하남동,84.8198,27500
광주광역시 광산구 장덕동,121.5193,75500
광주광역시 광산구 장덕동,121.5193,75500
광주광역시 광산구 장덕동,84.9462,44300
광주광역시 광산구 장덕동,84.2801,32000
광주광역시 광산구 우산동,84.9543,37500
광주광역시 광산구 신가동,84.9366,47000
광주광역시 광산구 쌍암동,47.44,16500
광주광역시 광산구 수완동,84.8453,59500
광주광역시 북구 신용동,84.9976,53500
광주광역시 북구 신용동,84.3616,34800
광주광역시 북구 신용동,60.4624,26750
광주광역시 광산구 신창동,59.748,20500
광주광역시 서구 풍암동,59.955,15400
광주광역시 서구 풍암동,84.601,30000
광주광역시 북구 일곡동,59.935,22300
광주광역시 서구 풍암동,114.989,45000
광주광역시 북구 일곡동,48.45,8100
광주광역시 서구 화정동,84.9596,70000
광주광역시 서구 화정동,59.99,40500
광주광역시 서구 치평동,59.94,19000
광주광역시 남구 방림동,59.98,13000
광주광역시 북구 문흥동,59.965,15700
광주광역시 북구 운암동,101.9761,51300
광주광역시 북구 문흥동,59.965,14900
광주광역시 남구 행암동,84.98,34800
광주광역시 남구 주월동,37.8,6700
광주광역시 남구 주월동,77.7273,46500
광주광역시 남구 노대동,84.96,32300
광주광역시 북구 일곡동,59.935,16300
광주광역시 서구 쌍촌동,84.42,27000
광주광역시 서구 쌍촌동,59.97,15700
광주광역시 북구 일곡동,59.935,21000
광주광역시 북구 중흥동,84.88,54000
광주광역시 동구 산수동,84.9377,45750
광주광역시 남구 진월동,84.87,22000
광주광역시 북구 문흥동,96.64,16700
광주광역시 서구 치평동,59.87,27500
광주광역시 서구 내방동,84.11,25000
광주광역시 북구 풍향동,71.0589,37000
광주광역시 남구 봉선동,84.73,22000
광주광역시 서구 치평동,84.87,45000
광주광역시 서구 금호동,84.7555,30700
광주광역시 서구 금호동,49.86,12300
광주광역시 서구 금호동,80.1864,22000
광주광역시 남구 임암동,84.9772,44500
광주광역시 북구 오치동,84.94,15000
광주광역시 동구 학동,84.9287,62500
광주광역시 동구 용산동,84.9717,47000
광주광역시 북구 임동,62.6188,25000
광주광역시 서구 풍암동,59.79,16000
광주광역시 서구 유촌동,49.74,13500
광주광역시 남구 백운동,71.3925,34000
광주광역시 남구 백운동,84.57,30100
광주광역시 북구 문흥동,84.86,21100
광주광역시 북구 우산동,84.924,61000
광주광역시 서구 화정동,54.6212,18350
광주광역시 북구 각화동,84.9442,42000
광주광역시 북구 운암동,58.7079,27500
광주광역시 북구 일곡동,48.45,9500
광주광역시 서구 치평동,84.93,37500
광주광역시 남구 사동,82.17,10400
광주광역시 북구 용봉동,84.8743,20900
광주광역시 북구 동림동,65.68,17500
광주광역시 남구 진월동,84.9936,29000
광주광역시 북구 용봉동,84.99,19000
광주광역시 북구 운암동,59.8159,24000
광주광역시 북구 운암동,59.82,9900
광주광역시 북구 운암동,84.96,17500
광주광역시 서구 풍암동,59.46,16700
광주광역시 남구 송하동,59.97,9700
광주광역시 광산구 산월동,83.7154,27000
광주광역시 광산구 도산동,39.69,8000
광주광역시 광산구 송정동,39.6572,11000
광주광역시 광산구 송정동,74.25,13000
광주광역시 광산구 송정동,84.5844,26300
광주광역시 광산구 신창동,38.9235,13000
광주광역시 광산구 신창동,38.9235,11900
광주광역시 광산구 수완동,84.9331,61500
광주광역시 광산구 수완동,84.9382,57750
광주광역시 광산구 수완동,84.9382,57750
광주광역시 광산구 신가동,84.0624,27000
광주광역시 북구 신용동,84.984,53100
광주광역시 북구 신용동,59.99,16000
광주광역시 광산구 장덕동,84.9612,36500
광주광역시 광산구 신가동,84.9366,43800
광주광역시 광산구 소촌동,59.99,11700
광주광역시 광산구 소촌동,59.713,15000
광주광역시 광산구 운남동,37.67,9600
광주광역시 광산구 월계동,89.04,27500
광주광역시 광산구 산월동,83.7154,27000
광주광역시 광산구 선암동,71.586,30500
광주광역시 광산구 신창동,84.976,33500
광주광역시 북구 신용동,60.4624,26000
광주광역시 광산구 월곡동,47.21,9000
광주광역시 북구 신용동,84.3616,34500
광주광역시 광산구 흑석동,84.7601,42000
광주광역시 북구 신용동,60.4624,24000
광주광역시 북구 신용동,60.4624,25000
광주광역시 북구 신용동,60.4624,24000
광주광역시 북구 양산동,84.9,15400
광주광역시 광산구 월곡동,59.78,10700
광주광역시 광산구 흑석동,59.8832,33000
광주광역시 광산구 월계동,60,17200
광주광역시 광산구 수완동,84.9547,45000
광주광역시 북구 신용동,60.4624,26000
광주광역시 광산구 하남동,84.9966,41000
광주광역시 북구 신용동,84.3616,34500
광주광역시 광산구 신가동,84.6347,52500
광주광역시 북구 신용동,84.984,53000
광주광역시 북구 신용동,60.4624,26000
광주광역시 광산구 흑석동,59.8832,33000
광주광역시 서구 유촌동,84.98,25500
광주광역시 서구 금호동,80.1864,20000
광주광역시 서구 쌍촌동,139.73,26300
광주광역시 동구 금남로5가,15.1697,4800
광주광역시 서구 화정동,59.85,14350
광주광역시 서구 광천동,134.5698,76000
광주광역시 동구 계림동,84.9647,48300
광주광역시 서구 화정동,59.99,39500
광주광역시 서구 화정동,59.99,39500
광주광역시 북구 우산동,115.15,23000
광주광역시 서구 풍암동,59.79,18000
광주광역시 서구 금호동,84.9078,32500
광주광역시 북구 운암동,122.2947,38500
광주광역시 북구 운암동,122.2947,38500
광주광역시 남구 방림동,75.83,33000
광주광역시 동구 소태동,84.9453,25500
광주광역시 남구 월산동,59.8794,37500
광주광역시 남구 지석동,84.9892,45878
광주광역시 북구 문흥동,59.97,10400
광주광역시 서구 내방동,59.91,14500
광주광역시 동구 용산동,84.9717,48800
광주광역시 북구 문흥동,49.95,10350
광주광역시 북구 오치동,59.83,11900
광주광역시 남구 서동,84.66,14000
광주광역시 북구 일곡동,170.26,66000
광주광역시 서구 금호동,39.792,11600
광주광역시 서구 금호동,84.9493,27700
광주광역시 북구 운암동,84.9952,27500
광주광역시 서구 금호동,127.34,50500
광주광역시 서구 금호동,84.891,36500
광주광역시 북구 운암동,84.98,18200
광주광역시 서구 쌍촌동,84.7555,30500
광주광역시 서구 쌍촌동,84.9,24700
광주광역시 남구 주월동,84.9717,52000
광주광역시 서구 내방동,46.365,8700
광주광역시 북구 운암동,84.98,18200
광주광역시 동구 용산동,84.9024,50000
광주광역시 북구 각화동,84.9796,41500
광주광역시 남구 봉선동,59.95,33000
광주광역시 남구 방림동,123.567,83500
광주광역시 동구 계림동,75.9867,47000
광주광역시 서구 치평동,59.87,14000
광주광역시 남구 임암동,84.9948,50000
광주광역시 남구 임암동,84.9948,50000
광주광역시 남구 월산동,66.73,8200
광주광역시 북구 오치동,52.09,10700
광주광역시 광산구 장덕동,74.9636,39500
광주광역시 광산구 도천동,59.94,11300
광주광역시 광산구 신창동,84.9873,23700
광주광역시 광산구 신창동,84.9931,35000
광주광역시 광산구 하남동,84.8198,30000
광주광역시 광산구 장덕동,84.9606,43000
광주광역시 광산구 운남동,49.69,8900
광주광역시 광산구 하남동,49.1144,17000
광주광역시 광산구 산월동,84.8512,28000
광주광역시 북구 용두동,59.98,28000
광주광역시 광산구 신창동,84.9106,27850
광주광역시 광산구 신창동,59.748,21400
광주광역시 광산구 쌍암동,19.853,4850
광주광역시 북구 연제동,71.175,11950
광주광역시 동구 계림동,59.9048,37500
광주광역시 서구 풍암동,82.6212,28700
광주광역시 서구 동천동,84.9872,45650
광주광역시 북구 임동,84.9799,68800
광주광역시 북구 문흥동,39.69,12500
광주광역시 동구 운림동,84.7953,31800
광주광역시 서구 동천동,144.4825,77000
광주광역시 남구 월산동,84.87,16500
광주광역시 남구 봉선동,84.32,73500
광주광역시 남구 봉선동,84.64,33000
광주광역시 북구 동림동,59.94,13200
광주광역시 동구 소태동,84.98,13500
광주광역시 동구 산수동,84.923,16300
광주광역시 북구 삼각동,59.66,13000
광주광역시 북구 각화동,59.9891,30800
광주광역시 서구 풍암동,59.88,19500
광주광역시 동구 산수동,94.57,24000
광주광역시 서구 화정동,84.97,21500
광주광역시 서구 화정동,59.26,14150
광주광역시 북구 우산동,84.9713,64500
광주광역시 북구 우산동,68.77,10000
광주광역시 동구 산수동,94.57,26000
광주광역시 북구 우산동,84.9713,57000
광주광역시 서구 화정동,84.69,21300
광주광역시 북구 임동,59.91,19400
광주광역시 서구 쌍촌동,59.85,14700
광주광역시 북구 두암동,60,9400
광주광역시 북구 두암동,49.77,9000
광주광역시 동구 계림동,59.703,13000
광주광역시 동구 산수동,84.9377,50000
광주광역시 동구 산수동,84.9377,50000
광주광역시 동구 용산동,59.96,10100
광주광역시 서구 양동,84.87,28000
광주광역시 서구 치평동,59.955,17400
광주광역시 서구 동천동,119.5762,58000
광주광역시 남구 월산동,62.03,9000
광주광역시 남구 봉선동,84.32,70000
광주광역시 남구 봉선동,84.99,21000
광주광역시 북구 용봉동,84.2328,24500
광주광역시 북구 용봉동,59.85,9800
광주광역시 북구 문흥동,59.99,11700
광주광역시 북구 두암동,59.94,6700
광주광역시 북구 두암동,41.85,9250
광주광역시 북구 삼각동,59.82,12800
광주광역시 북구 매곡동,84.8492,24200
광주광역시 북구 일곡동,48.45,10300
광주광역시 광산구 장덕동,129.084,79800
광주광역시 광산구 송정동,59.87,13000
광주광역시 광산구 도천동,59.76,8700
광주광역시 광산구 수완동,84.9547,47700
광주광역시 광산구 운남동,58.14,12500
광주광역시 광산구 월계동,99.9,33000
광주광역시 북구 신용동,84.2363,70500
광주광역시 광산구 도산동,59.95,10300
광주광역시 광산구 선암동,84.9827,36100
광주광역시 광산구 우산동,44.52,7350
광주광역시 광산구 우산동,59.67,11000
광주광역시 광산구 운남동,59.48,20000
광주광역시 북구 신용동,84.9442,41300
광주광역시 북구 양산동,84.9662,34300
광주광역시 광산구 소촌동,84.9831,20000
광주광역시 광산구 신가동,84.9652,40000
광주광역시 광산구 장덕동,79.1518,49300
광주광역시 남구 행암동,84.9933,42500
광주광역시 동구 운림동,84.91,17900
광주광역시 북구 동림동,84.6815,40000
광주광역시 북구 유동,84.7468,45500
광주광역시 남구 백운동,84.9888,35900
광주광역시 남구 백운동,84.98,14700
광주광역시 남구 방림동,84.882,31800
광주광역시 북구 본촌동,84.97,35000
광주광역시 북구 임동,51.94,13700
광주광역시 서구 화정동,84.9596,70000
광주광역시 남구 행암동,74.95,27500
광주광역시 남구 봉선동,192.6903,195000
광주광역시 남구 행암동,74.95,27500
광주광역시 북구 동림동,59.99,12500
광주광역시 서구 풍암동,109.45,42700
광주광역시 남구 주월동,59.4,7900
광주광역시 서구 치평동,59.87,28000
광주광역시 서구 치평동,59.94,22000
광주광역시 서구 쌍촌동,84.96,17000
광주광역시 동구 계림동,59.9083,36000
광주광역시 북구 동림동,59.99,13300
광주광역시 남구 봉선동,84.9639,84000
광주광역시 남구 봉선동,59.97,25000
광주광역시 북구 중흥동,44.356,9800
광주광역시 동구 소태동,84.9508,44700
광주광역시 북구 운암동,81.2155,40800
광주광역시 남구 방림동,84.96,16500
광주광역시 북구 각화동,84.745,36300
광주광역시 동구 소태동,84.9603,46000
광주광역시 북구 풍향동,84.9833,49700
광주광역시 북구 삼각동,59.82,14500
광주광역시 서구 금호동,59.46,16000
광주광역시 남구 봉선동,124.6235,96000
광주광역시 남구 행암동,74.95,27800
광주광역시 북구 용봉동,59.9879,25000
광주광역시 북구 풍향동,84.9833,49700
광주광역시 북구 일곡동,84.72,23900
광주광역시 북구 일곡동,138.7,58500
광주광역시 남구 송하동,84.895,19500
광주광역시 광산구 비아동,37.83,7800
광주광역시 광산구 우산동,49.14,9550
광주광역시 광산구 우산동,78.38,12300
광주광역시 광산구 신가동,84.9366,46000
광주광역시 북구 연제동,84.6216,33500
광주광역시 북구 연제동,84.9996,26500
광주광역시 북구 연제동,84.9934,46800
광주광역시 광산구 장덕동,84.9411,55000
광주광역시 북구 양산동,37.83,7800
광주광역시 광산구 선암동,71.586,32800
광주광역시 광산구 선암동,71.586,32800
광주광역시 광산구 월계동,19.1513,5000
광주광역시 광산구 선암동,72.6814,35300
광주광역시 광산구 선암동,71.586,32800
광주광역시 광산구 장덕동,84.9411,55000
광주광역시 광산구 운남동,39.99,10900
광주광역시 광산구 운남동,59.91,15500
광주광역시 북구 용두동,59.98,27650
광주광역시 광산구 월곡동,84.75,24500
광주광역시 광산구 운남동,49.34,16600
광주광역시 광산구 비아동,37.83,8500
광주광역시 북구 양산동,59.985,13400
광주광역시 광산구 소촌동,50.85,8700
광주광역시 광산구 장덕동,84.953,38000
광주광역시 광산구 운남동,59.41,20000
광주광역시 북구 연제동,71.175,13700
광주광역시 광산구 신가동,68.7848,36000
광주광역시 광산구 신가동,84.9366,48200
광주광역시 북구 연제동,84.9934,47400
광주광역시 북구 연제동,59.95,8000
광주광역시 광산구 우산동,78.38,15000
광주광역시 광산구 월곡동,49.98,8100
광주광역시 광산구 장덕동,84.9178,51500
광주광역시 광산구 송정동,59.94,9800
광주광역시 광산구 흑석동,72.9919,36800
광주광역시 광산구 신가동,84.9366,48200
광주광역시 남구 봉선동,155.6351,181000
광주광역시 남구 봉선동,84.83,49000
광주광역시 남구 백운동,84.9959,40500
광주광역시 남구 월산동,84.9789,47400
광주광역시 북구 두암동,41.85,6900
광주광역시 동구 학동,84.7496,65000
광주광역시 남구 봉선동,129.3502,99000
광주광역시 남구 봉선동,84.6448,44300
광주광역시 동구 소태동,84.9508,45000
광주광역시 남구 주월동,84.8942,53000
광주광역시 남구 월산동,66.73,8000
광주광역시 북구 오치동,131.86,21500
광주광역시 서구 쌍촌동,84.78,22900
광주광역시 북구 일곡동,59.915,16200
광주광역시 남구 행암동,84.95,31500
광주광역시 동구 계림동,84.9706,53200
광주광역시 북구 매곡동,84.99,14500
광주광역시 서구 화정동,84.94,18500
광주광역시 동구 계림동,75.9867,47000
광주광역시 북구 용봉동,84.97,23500
광주광역시 북구 삼각동,32.34,3400
광주광역시 북구 각화동,54.675,10000
광주광역시 서구 금호동,84.9103,48000
광주광역시 서구 동천동,84.87,34000
광주광역시 서구 쌍촌동,59.85,15000
광주광역시 남구 봉선동,59.7827,25500
광주광역시 동구 산수동,94.58,21100
광주광역시 서구 풍암동,134.626,42000
광주광역시 서구 마륵동,84.8109,47000
광주광역시 서구 화정동,84.97,52200
광주광역시 북구 매곡동,100.0129,28500
광주광역시 서구 농성동,84.11,21300
광주광역시 서구 화정동,84.96,48500
광주광역시 서구 화정동,84.96,48500
광주광역시 서구 치평동,69.8688,34000
광주광역시 서구 치평동,39.342,19000
광주광역시 북구 운암동,84.98,20450
광주광역시 남구 진월동,124.04,31000
광주광역시 서구 치평동,59.76,15500
광주광역시 서구 치평동,55.395,16500
광주광역시 서구 풍암동,60,11707
광주광역시 북구 오치동,29.68,3950
광주광역시 서구 내방동,84.11,28500
광주광역시 북구 우산동,84.924,68000
광주광역시 북구 문흥동,84.91,17000
광주광역시 북구 각화동,59.9891,30000
광주광역시 남구 월산동,84.8942,36800
광주광역시 서구 금호동,84.439,24800
광주광역시 서구 금호동,84.728,25000
광주광역시 서구 금호동,120.297,50000
광주광역시 동구 계림동,84.949,50000
광주광역시 광산구 우산동,59.61,11000
