dong,area,rent_type,deposit,monthly_rent
광주광역시 남구 행암동,84.9933,월세,5000,81
광주광역시 남구 지석동,78.3276,전세,17000,0
광주광역시 남구 노대동,59.88,월세,3980,30
광주광역시 서구 내방동,59.19,전세,13000,0
광주광역시 북구 임동,59.4918,월세,2000,70
광주광역시 서구 풍암동,59.955,전세,14000,0
광주광역시 서구 동천동,46.22,월세,2582,14
광주광역시 서구 동천동,46.22,월세,2582,14
광주광역시 서구 농성동,59.8246,전세,18800,0
광주광역시 서구 동천동,46.22,월세,2660,15
광주광역시 남구 진월동,40,월세,1000,39
광주광역시 서구 금호동,84.9831,월세,9000,55
광주광역시 북구 중흥동,59.9413,전세,17530,0
광주광역시 서구 농성동,59.8246,전세,18800,0
광주광역시 서구 화정동,84.89,월세,1000,70
광주광역시 남구 임암동,44.97,월세,728,27
광주광역시 북구 용봉동,77.87,월세,1000,60
광주광역시 남구 압촌동,84.9651,전세,22000,0
광주광역시 서구 화정동,59,월세,2000,45
광주광역시 남구 양림동,84.7,전세,26000,0
광주광역시 서구 농성동,59.8246,전세,18800,0
광주광역시 남구 봉선동,84.73,월세,1000,70
광주광역시 남구 봉선동,84.73,월세,1000,70
광주광역시 동구 용산동,84.9717,월세,5000,100
광주광역시 서구 농성동,59.8246,전세,18800,0
광주광역시 서구 치평동,122.26,전세,38000,0
광주광역시 남구 봉선동,84.96,전세,17500,0
광주광역시 남구 봉선동,49.41,전세,9000,0
광주광역시 남구 행암동,59.72,전세,20500,0
광주광역시 서구 치평동,84.93,월세,2000,100
광주광역시 서구 양동,59.85,월세,1000,45
광주광역시 북구 양산동,59.95,월세,1000,40
광주광역시 광산구 쌍암동,59.6493,전세,18620,0
광주광역시 광산구 쌍암동,28.7459,월세,500,50
광주광역시 광산구 쌍암동,84.71,전세,25020,0
광주광역시 북구 연제동,39.84,월세,1707,9
광주광역시 북구 일곡동,84.72,전세,23500,0
광주광역시 북구 두암동,84.973,전세,23000,0
광주광역시 광산구 쌍암동,80.8837,전세,22330,0
광주광역시 광산구 쌍암동,84.71,전세,25020,0
광주광역시 광산구 월계동,59.997,월세,0,43
광주광역시 광산구 장덕동,84.9178,월세,5000,120
광주광역시 광산구 장덕동,51.82,월세,3372,18
광주광역시 광산구 수완동,116.27,전세,55000,0
광주광역시 광산구 소촌동,81.8996,전세,22290,0
광주광역시 광산구 소촌동,81.8996,전세,22290,0
광주광역시 광산구 장덕동,51.82,월세,3372,18
광주광역시 광산구 쌍암동,84.9002,전세,33000,0
광주광역시 광산구 우산동,84.9276,전세,28000,0
광주광역시 광산구 쌍암동,80.2642,전세,23740,0
광주광역시 광산구 쌍암동,76.9179,월세,10000,80
광주광역시 광산구 쌍암동,84.9393,전세,25450,0
광주광역시 광산구 장덕동,46.9,월세,3159,13
광주광역시 북구 운암동,84.93,전세,12000,0
광주광역시 북구 운암동,58.7079,월세,3000,80
광주광역시 북구 신용동,67.8149,전세,29000,0
광주광역시 광산구 운남동,49.69,전세,10700,0
광주광역시 광산구 운남동,49.69,전세,10700,0
광주광역시 북구 양산동,82.1661,전세,25000,0
광주광역시 북구 양산동,49.77,월세,1000,40
광주광역시 북구 신용동,60.4624,월세,3000,70
광주광역시 광산구 비아동,37.83,월세,4600,10
광주광역시 북구 문흥동,59.39,전세,11500,0
광주광역시 북구 양산동,59.95,월세,1000,40
광주광역시 북구 연제동,84.545,전세,15000,0
광주광역시 북구 오치동,45,전세,7500,0
광주광역시 광산구 쌍암동,16.8,월세,1566,8
광주광역시 북구 운암동,59.99,월세,2000,75
광주광역시 광산구 장덕동,59.64,월세,4021,26
광주광역시 광산구 장덕동,46.9,월세,2724,15
광주광역시 북구 운암동,59.82,월세,1000,50
광주광역시 북구 운암동,59.82,전세,10000,0
광주광역시 광산구 수완동,108.6652,월세,8000,160
광주광역시 광산구 송정동,59.91,전세,9000,0
광주광역시 광산구 도산동,39.69,월세,500,35
광주광역시 광산구 도산동,39.69,월세,500,35
광주광역시 광산구 소촌동,59.713,월세,1000,55
광주광역시 광산구 운남동,37.67,월세,1000,40
광주광역시 광산구 쌍암동,22.1404,월세,500,40
광주광역시 광산구 쌍암동,59.6493,전세,18620,0
광주광역시 북구 신용동,60.4624,월세,2000,80
광주광역시 북구 신용동,84.9442,월세,5000,98
광주광역시 북구 각화동,72.9796,전세,24000,0
광주광역시 광산구 쌍암동,59.6493,전세,17940,0
광주광역시 북구 각화동,84.9796,전세,25000,0
광주광역시 북구 양산동,82.1661,전세,25000,0
광주광역시 북구 매곡동,59.31,월세,7000,20
광주광역시 북구 매곡동,84.84,전세,18000,0
광주광역시 광산구 장덕동,46.9,월세,2724,15
광주광역시 북구 연제동,84.545,전세,15000,0
광주광역시 북구 연제동,59.95,월세,1000,50
광주광역시 북구 연제동,59.95,월세,1000,50
광주광역시 북구 일곡동,59.36,전세,16000,0
광주광역시 북구 일곡동,48.45,전세,9000,0
광주광역시 북구 일곡동,48.45,전세,9000,0
광주광역시 북구 일곡동,84.99,전세,20700,0
광주광역시 북구 일곡동,84.99,전세,20700,0
광주광역시 광산구 월계동,91.882,전세,26000,0
광주광역시 광산구 월계동,99.96,월세,3000,85
광주광역시 광산구 월계동,99.96,월세,3000,85
광주광역시 광산구 월계동,59.9451,월세,2000,60
광주광역시 광산구 쌍암동,80.8837,전세,22330,0
광주광역시 광산구 쌍암동,110.8773,전세,55000,0
광주광역시 남구 봉선동,59.4,전세,11000,0
광주광역시 남구 주월동,40.119,월세,1000,40
광주광역시 서구 쌍촌동,50.16,전세,10000,0
광주광역시 남구 백운동,51.88,월세,5768,9
광주광역시 북구 임동,36.797,월세,3700,18
광주광역시 북구 유동,84.7468,월세,5000,110
광주광역시 북구 신안동,59.5627,전세,17220,0
광주광역시 북구 신안동,84.3311,전세,24430,0
광주광역시 북구 용봉동,84.378,전세,26820,0
광주광역시 남구 월산동,35.4784,전세,23500,0
광주광역시 동구 계림동,75.9867,전세,25200,0
광주광역시 동구 계림동,39.9452,전세,17000,0
광주광역시 동구 계림동,39.9452,전세,16600,0
광주광역시 서구 풍암동,59.955,전세,15000,0
광주광역시 북구 동림동,74.7877,월세,11000,55
광주광역시 남구 진월동,84.99,전세,18000,0
광주광역시 북구 중흥동,59.9863,전세,18500,0
광주광역시 남구 봉선동,49.41,전세,11000,0
광주광역시 남구 봉선동,84.9639,전세,49000,0
광주광역시 남구 봉선동,59.4,월세,500,45
광주광역시 남구 봉선동,84.99,월세,3000,70
광주광역시 남구 봉선동,84.83,월세,10000,100
광주광역시 남구 봉선동,59.89,전세,27000,0
광주광역시 남구 봉선동,84.9639,월세,21000,105
광주광역시 남구 봉선동,28.08,월세,300,28
광주광역시 동구 학동,84.8,전세,27000,0
광주광역시 서구 금호동,84.7681,전세,33000,0
광주광역시 서구 화정동,84.86,월세,3000,65
광주광역시 서구 화정동,19.7906,전세,4500,0
광주광역시 남구 송하동,113.27,전세,17000,0
광주광역시 광산구 월곡동,60,전세,7419,0
광주광역시 광산구 월곡동,60,전세,7596,0
광주광역시 광산구 산정동,60,월세,500,50
광주광역시 광산구 월계동,84.91,전세,13000,0
광주광역시 광산구 우산동,84.9276,전세,30000,0
광주광역시 광산구 신창동,59.748,월세,2000,70
광주광역시 광산구 수완동,76.7138,전세,43000,0
광주광역시 광산구 수완동,84.8545,전세,44000,0
광주광역시 광산구 쌍암동,74.79,전세,35000,0
광주광역시 광산구 쌍암동,74.79,전세,35000,0
광주광역시 광산구 월계동,92.39,전세,20000,0
광주광역시 광산구 월계동,60,월세,1000,50
광주광역시 서구 농성동,60.12,월세,1000,50
광주광역시 남구 봉선동,84.32,전세,40900,0
광주광역시 서구 화정동,84.98,전세,34000,0
광주광역시 남구 주월동,44.9764,월세,500,36
광주광역시 남구 방림동,84.6746,월세,5000,100
광주광역시 서구 화정동,84.98,전세,29400,0
광주광역시 남구 압촌동,84.9284,전세,20000,0
광주광역시 남구 압촌동,84.9284,전세,25000,0
광주광역시 서구 금호동,59.94,전세,16000,0
광주광역시 서구 화정동,84.9893,월세,7000,120
광주광역시 서구 치평동,59.975,전세,15000,0
광주광역시 남구 봉선동,84.96,전세,16000,0
광주광역시 동구 용산동,84.9024,월세,8000,70
광주광역시 남구 지석동,78.4538,전세,17000,0
광주광역시 남구 방림동,57.76,전세,6000,0
광주광역시 동구 용산동,84.9024,월세,8000,70
광주광역시 동구 지산동,127.67,전세,10500,0
광주광역시 남구 백운동,51.88,월세,3468,21
광주광역시 남구 백운동,84.9959,전세,27000,0
광주광역시 남구 백운동,84.9959,전세,27000,0
광주광역시 서구 금호동,80.1864,전세,19000,0
광주광역시 서구 금호동,49.86,월세,500,50
광주광역시 북구 동림동,84.9779,전세,30000,0
광주광역시 동구 계림동,84.9647,월세,5000,105
광주광역시 동구 계림동,84.9738,전세,10000,0
광주광역시 동구 계림동,72.6919,전세,25500,0
광주광역시 남구 봉선동,84.96,월세,3000,80
광주광역시 남구 임암동,84.9947,월세,5000,140
광주광역시 남구 봉선동,59.89,전세,27000,0
광주광역시 서구 광천동,84.9463,전세,43000,0
광주광역시 남구 행암동,59.72,전세,20000,0
광주광역시 남구 임암동,84.9948,월세,3000,120
광주광역시 동구 소태동,84.9508,전세,30000,0
광주광역시 남구 봉선동,84.96,전세,15700,0
광주광역시 남구 봉선동,59.98,월세,600,50
광주광역시 서구 내방동,84.03,월세,3000,60
광주광역시 서구 화정동,84.98,전세,36000,0
광주광역시 서구 화정동,76.9612,전세,25200,0
광주광역시 서구 화정동,84.98,전세,36000,0
광주광역시 남구 봉선동,84.83,월세,20000,15
광주광역시 남구 봉선동,84.32,전세,58500,0
광주광역시 남구 진월동,32.16,월세,500,33
광주광역시 서구 풍암동,84.99,월세,5000,70
광주광역시 서구 풍암동,84.99,월세,5000,70
광주광역시 남구 봉선동,84.968,월세,10000,160
광주광역시 남구 봉선동,122.879,전세,54000,0
광주광역시 북구 중흥동,59.98,전세,30000,0
광주광역시 남구 봉선동,59.9,월세,3000,35
광주광역시 남구 봉선동,140.1509,전세,90000,0
광주광역시 동구 소태동,84.9508,전세,30000,0
광주광역시 남구 봉선동,120.5379,전세,95000,0
광주광역시 남구 방림동,61.3755,월세,5000,60
광주광역시 남구 봉선동,84.815,전세,52200,0
광주광역시 동구 학동,39.9183,전세,25000,0
광주광역시 북구 임동,84.9506,전세,34000,0
광주광역시 서구 치평동,59.87,월세,4000,60
광주광역시 서구 치평동,59.9,월세,2000,68
광주광역시 광산구 산정동,84.8198,월세,1500,105
광주광역시 북구 각화동,59.9821,전세,19000,0
광주광역시 광산구 수완동,84.7296,전세,32300,0
광주광역시 광산구 수완동,84.7296,전세,32300,0
광주광역시 광산구 수완동,84.7296,월세,3000,130
광주광역시 광산구 쌍암동,22.1404,월세,2000,27
광주광역시 광산구 쌍암동,19.853,전세,5000,0
광주광역시 광산구 쌍암동,26.1436,월세,500,30
광주광역시 광산구 쌍암동,41.83,월세,1000,65
광주광역시 광산구 송정동,59.925,월세,1000,45
광주광역시 광산구 송정동,44.6626,월세,1000,50
광주광역시 광산구 소촌동,59.8957,월세,18000,15
광주광역시 광산구 운남동,49.83,전세,13800,0
광주광역시 광산구 운남동,84.77,전세,18000,0
광주광역시 광산구 운남동,59.91,월세,2000,45
광주광역시 북구 신용동,84.9976,전세,30000,0
광주광역시 북구 신용동,84.94,월세,3000,130
광주광역시 광산구 신창동,59.748,전세,18500,0
광주광역시 북구 운암동,81.2155,전세,26250,0
광주광역시 북구 운암동,58.7079,월세,2000,80
광주광역시 북구 오치동,31.32,월세,300,25
광주광역시 북구 문흥동,84.84,월세,5000,50
광주광역시 북구 문흥동,59.965,월세,500,40
광주광역시 북구 문흥동,59.99,전세,12000,0
광주광역시 북구 운암동,122.2947,월세,6000,140
광주광역시 광산구 산월동,84.7886,월세,16000,35
광주광역시 광산구 쌍암동,84.4289,전세,24380,0
광주광역시 북구 삼각동,59.82,월세,1500,45
광주광역시 광산구 월계동,59.82,월세,10000,7
광주광역시 광산구 월계동,78.54,전세,16000,0
광주광역시 광산구 월계동,59.82,전세,15000,0
광주광역시 광산구 월계동,59.997,월세,10000,10
광주광역시 광산구 월계동,60,월세,1000,48
광주광역시 북구 연제동,84.9934,월세,5000,100
광주광역시 북구 각화동,71.11,전세,18000,0
광주광역시 북구 각화동,84.9796,전세,27000,0
광주광역시 북구 각화동,72.9796,월세,20000,4
광주광역시 광산구 도산동,70.9225,전세,21000,0
광주광역시 광산구 도천동,59.76,월세,500,45
광주광역시 광산구 운남동,84.77,월세,10000,40
광주광역시 북구 신용동,46.72,월세,4409,16
광주광역시 북구 신용동,65.5173,전세,25000,0
광주광역시 광산구 월계동,19.9836,월세,400,35
광주광역시 광산구 월계동,19.4101,월세,300,40
광주광역시 광산구 월계동,84.83,전세,14740,0
광주광역시 북구 우산동,49.8,월세,1000,50
광주광역시 광산구 신창동,84.9873,전세,20000,0
광주광역시 광산구 우산동,75.9493,월세,2000,80
광주광역시 북구 신용동,59.99,월세,2000,50
광주광역시 북구 용두동,59.94,월세,1000,55
광주광역시 북구 용두동,59.98,월세,3000,70
광주광역시 광산구 신창동,38.9235,전세,10500,0
광주광역시 광산구 신가동,51.93,월세,5370,9
광주광역시 광산구 신가동,51.93,월세,5302,9
광주광역시 광산구 수완동,84.1244,전세,42000,0
광주광역시 광산구 우산동,20.7468,월세,0,40
광주광역시 북구 일곡동,48.45,월세,1000,45
광주광역시 광산구 신창동,84.9882,월세,7000,100
광주광역시 광산구 운남동,58.14,월세,1000,50
광주광역시 광산구 우산동,44.52,월세,300,38
광주광역시 광산구 쌍암동,84.97,월세,9900,95
광주광역시 광산구 쌍암동,84.9481,전세,45000,0
광주광역시 광산구 쌍암동,47.44,전세,15500,0
광주광역시 광산구 장덕동,59.69,월세,6455,11
광주광역시 광산구 장덕동,51.26,월세,3372,18
광주광역시 광산구 장덕동,59.64,월세,4021,26
광주광역시 광산구 우산동,44.52,전세,7000,0
광주광역시 광산구 신창동,84.9873,전세,20000,0
광주광역시 광산구 장덕동,84.9411,전세,30800,0
광주광역시 광산구 수완동,84.9547,전세,36000,0
광주광역시 남구 월산동,35.4784,전세,23500,0
광주광역시 남구 월산동,84.9527,월세,5000,110
광주광역시 서구 풍암동,59.46,월세,2000,60
광주광역시 남구 월산동,35.4784,전세,23500,0
광주광역시 남구 방림동,123.567,전세,38000,0
광주광역시 남구 봉선동,84.96,전세,19000,0
광주광역시 남구 봉선동,84.968,전세,50000,0
광주광역시 남구 봉선동,59.89,전세,23000,0
광주광역시 서구 치평동,59.87,전세,19000,0
광주광역시 서구 화정동,84.98,전세,32000,0
광주광역시 서구 화정동,84.61,월세,11000,40
광주광역시 서구 화정동,59.4,전세,9000,0
광주광역시 남구 노대동,51.93,월세,3113,17
광주광역시 남구 노대동,111.96,전세,38000,0
광주광역시 남구 백운동,51.88,월세,5768,9
광주광역시 서구 치평동,122.26,전세,47000,0
광주광역시 남구 임암동,84.9772,전세,35000,0
광주광역시 서구 광천동,66.8,월세,500,40
광주광역시 남구 봉선동,73.05,전세,13000,0
광주광역시 서구 치평동,59.87,전세,17000,0
광주광역시 서구 치평동,59.94,전세,15000,0
광주광역시 북구 북동,47.3,월세,1000,65
광주광역시 동구 계림동,75.9789,전세,32000,0
광주광역시 동구 계림동,39.911,전세,19800,0
광주광역시 북구 동림동,59.94,전세,12370,0
광주광역시 남구 압촌동,84.997,전세,22300,0
광주광역시 동구 학동,84.9287,전세,40000,0
광주광역시 서구 동천동,46.76,월세,2325,14
광주광역시 서구 동천동,46.22,월세,2582,14
광주광역시 서구 화정동,84.9236,전세,40000,0
광주광역시 서구 화정동,59.88,월세,1000,45
광주광역시 북구 동림동,59.99,월세,5000,40
광주광역시 남구 진월동,84.87,전세,15000,0
광주광역시 광산구 산정동,84.8198,월세,3000,90
광주광역시 광산구 산정동,48.048,월세,3649,15
광주광역시 광산구 월곡동,60,전세,7596,0
광주광역시 광산구 월곡동,60,전세,6953,0
광주광역시 광산구 하남동,46.3509,월세,1000,60
광주광역시 광산구 월곡동,60,전세,7596,0
광주광역시 광산구 쌍암동,84.4289,전세,24380,0
광주광역시 광산구 쌍암동,59.2782,전세,22010,0
광주광역시 광산구 쌍암동,80.9092,전세,23410,0
광주광역시 광산구 쌍암동,84.4289,전세,24380,0
광주광역시 북구 운암동,42.7703,전세,11000,0
광주광역시 북구 운암동,49.41,월세,6500,10
광주광역시 광산구 쌍암동,84.9393,전세,25020,0
광주광역시 광산구 쌍암동,84.71,전세,25450,0
광주광역시 광산구 쌍암동,80.3043,전세,23740,0
광주광역시 광산구 비아동,39.68,월세,2000,30
광주광역시 광산구 비아동,59.88,전세,12000,0
광주광역시 광산구 운남동,49.55,월세,1000,55
광주광역시 광산구 쌍암동,59.9614,전세,18290,0
광주광역시 북구 양산동,82.1661,전세,25000,0
광주광역시 광산구 쌍암동,59.2782,전세,18790,0
광주광역시 북구 삼각동,32.34,전세,4000,0
광주광역시 광산구 쌍암동,19.69,월세,300,40
광주광역시 광산구 쌍암동,59.9172,전세,19000,0
광주광역시 광산구 쌍암동,59.6046,전세,19000,0
광주광역시 광산구 쌍암동,59.6223,전세,18790,0
광주광역시 광산구 쌍암동,59.6493,전세,18620,0
광주광역시 광산구 쌍암동,84.71,전세,25450,0
광주광역시 광산구 쌍암동,59.6223,전세,18470,0
광주광역시 광산구 쌍암동,80.3831,전세,22000,0
광주광역시 광산구 쌍암동,59.6493,전세,18620,0
광주광역시 광산구 쌍암동,84.9393,전세,25020,0
광주광역시 광산구 쌍암동,84.71,전세,25450,0
광주광역시 광산구 쌍암동,80.2642,전세,23310,0
광주광역시 광산구 쌍암동,84.71,전세,25450,0
광주광역시 광산구 쌍암동,84.71,전세,25450,0
광주광역시 광산구 쌍암동,84.71,전세,25450,0
광주광역시 광산구 쌍암동,84.4289,전세,24380,0
광주광역시 북구 두암동,59.925,전세,8000,0
광주광역시 광산구 도산동,60,전세,10500,0
광주광역시 광산구 월계동,19.9836,월세,500,35
광주광역시 광산구 월계동,77.81,월세,2000,70
광주광역시 광산구 월계동,59.9451,월세,2500,40
광주광역시 북구 일곡동,59.36,월세,2000,65
광주광역시 광산구 쌍암동,80.9092,전세,23410,0
광주광역시 광산구 장덕동,46.9,월세,624,21
광주광역시 광산구 선암동,66.96,월세,12200,15
광주광역시 광산구 신가동,84.884,전세,40000,0
광주광역시 광산구 신가동,68.7848,전세,28500,0
광주광역시 광산구 신가동,84.884,전세,40000,0
광주광역시 광산구 장덕동,51.82,월세,4172,13
광주광역시 광산구 장덕동,46.85,월세,2724,15
광주광역시 광산구 선암동,66.96,월세,12200,15
광주광역시 북구 양산동,82.1661,전세,25000,0
광주광역시 북구 용두동,84.928,월세,3000,100
광주광역시 북구 신용동,84.3616,월세,20028,6
광주광역시 광산구 소촌동,59.3556,전세,9000,0
광주광역시 광산구 소촌동,84.9216,월세,3000,110
광주광역시 광산구 소촌동,84.9216,전세,28000,0
광주광역시 광산구 소촌동,84.9245,전세,27000,0
광주광역시 북구 문흥동,59.965,전세,12500,0
광주광역시 광산구 쌍암동,59.815,전세,19000,0
광주광역시 광산구 쌍암동,59.9614,전세,18290,0
광주광역시 광산구 쌍암동,84.4289,전세,24380,0
광주광역시 광산구 쌍암동,59.6493,전세,18290,0
광주광역시 광산구 쌍암동,80.9092,전세,23410,0
광주광역시 광산구 쌍암동,59.6493,전세,18620,0
광주광역시 북구 오치동,33.2,월세,1000,35
광주광역시 남구 진월동,84.8544,전세,24000,0
광주광역시 서구 화정동,52.56,전세,11000,0
광주광역시 서구 금호동,59.46,전세,15500,0
광주광역시 서구 치평동,152.23,월세,10000,206
광주광역시 서구 치평동,152.23,월세,10000,206
광주광역시 동구 용산동,121.9226,전세,47000,0
광주광역시 동구 용산동,106.6583,전세,40000,0
광주광역시 서구 쌍촌동,61.03,전세,8300,0
광주광역시 북구 용봉동,84.378,전세,26820,0
광주광역시 북구 용봉동,84.68,월세,2000,50
광주광역시 동구 용산동,121.9226,전세,47000,0
광주광역시 동구 용산동,21.39,월세,2175,6
광주광역시 남구 봉선동,84.9639,전세,45000,0
광주광역시 남구 방림동,84.6729,전세,30000,0
광주광역시 남구 임암동,59.6137,월세,5181,31
광주광역시 서구 쌍촌동,84.981,전세,34000,0
광주광역시 서구 광천동,161.9774,전세,50000,0
광주광역시 서구 광천동,113.7384,월세,20000,60
광주광역시 서구 화정동,59.99,전세,24000,0
광주광역시 서구 화정동,59.99,전세,24000,0
광주광역시 서구 화정동,59.9828,전세,27000,0
광주광역시 서구 화정동,52.56,전세,9500,0
광주광역시 북구 중흥동,59.9863,전세,18500,0
광주광역시 남구 봉선동,31.5,전세,7000,0
광주광역시 남구 노대동,46.9,월세,4072,7
광주광역시 서구 금호동,59.46,전세,15500,0
광주광역시 남구 봉선동,58.5,전세,7000,0
광주광역시 서구 치평동,59.9,전세,18500,0
광주광역시 서구 농성동,19.7906,월세,300,37
광주광역시 동구 지산동,84.96,전세,28000,0
광주광역시 북구 중흥동,84.88,월세,5000,120
광주광역시 북구 용봉동,84.378,전세,26820,0
광주광역시 남구 방림동,59.98,전세,9000,0
광주광역시 동구 내남동,59.9081,월세,16941,4
광주광역시 서구 내방동,33.08,전세,5300,0
광주광역시 남구 진월동,84.92,월세,2000,70
광주광역시 서구 풍암동,59.985,월세,9600,16
광주광역시 남구 노대동,36.72,월세,2916,17
광주광역시 남구 노대동,51.93,월세,3144,18
광주광역시 남구 노대동,51.93,월세,3113,17
광주광역시 남구 노대동,46.9,월세,3372,11
광주광역시 남구 노대동,16.85,월세,1239,8
광주광역시 서구 화정동,84.96,전세,19500,0
광주광역시 남구 봉선동,84.83,월세,5000,80
광주광역시 남구 봉선동,178.87,전세,100000,0
광주광역시 서구 화정동,76.9341,전세,23000,0
광주광역시 서구 화정동,84.9596,전세,31500,0
광주광역시 동구 선교동,59.9583,전세,20000,0
광주광역시 서구 쌍촌동,84.981,전세,34178,0
광주광역시 서구 쌍촌동,59.82,전세,12000,0
광주광역시 서구 쌍촌동,59.87,월세,2000,55
광주광역시 서구 농성동,19.7906,월세,300,36
광주광역시 서구 농성동,84.11,전세,15000,0
광주광역시 동구 계림동,84.9669,월세,5000,140
광주광역시 동구 계림동,84.9647,전세,34000,0
광주광역시 동구 계림동,59.9903,전세,24000,0
광주광역시 동구 계림동,119.936,전세,40000,0
광주광역시 서구 금호동,84.994,전세,20000,0
광주광역시 서구 금호동,84.9078,전세,18000,0
광주광역시 남구 지석동,78.3276,월세,2000,75
광주광역시 북구 중흥동,84.88,전세,36000,0
광주광역시 북구 동림동,59.79,월세,3000,35
광주광역시 북구 용봉동,132.2,월세,8800,35
광주광역시 북구 용봉동,84.378,전세,26820,0
광주광역시 북구 용봉동,84.8097,전세,30000,0
광주광역시 북구 동림동,49.51,전세,2551,0
광주광역시 남구 임암동,84.9772,전세,10000,0
광주광역시 남구 임암동,59.8474,월세,8290,25
광주광역시 광산구 하남동,84.9966,월세,24100,30
광주광역시 광산구 월곡동,60,전세,7522,0
광주광역시 광산구 월곡동,60,월세,6247,13
광주광역시 광산구 월곡동,60,전세,7434,0
광주광역시 북구 용두동,51.93,월세,3194,10
광주광역시 광산구 선암동,36.56,월세,1486,11
광주광역시 광산구 선암동,36.56,월세,1516,11
광주광역시 광산구 월계동,59.97,전세,13000,0
광주광역시 광산구 월계동,19.9836,전세,5000,0
광주광역시 광산구 월계동,39.9455,월세,1000,39
광주광역시 북구 용두동,51.93,월세,4020,7
광주광역시 광산구 월계동,39.9455,월세,1000,39
광주광역시 광산구 운남동,39.99,전세,9450,0
광주광역시 광산구 운남동,59.76,전세,12000,0
광주광역시 북구 양산동,82.1661,전세,25000,0
광주광역시 북구 신용동,84.6,전세,35000,0
광주광역시 북구 신용동,36.37,월세,1637,9
광주광역시 광산구 운남동,59.76,전세,12000,0
광주광역시 광산구 소촌동,83.8351,전세,21860,0
광주광역시 광산구 우산동,36.02,월세,2898,17
광주광역시 광산구 운남동,59.41,전세,15500,0
광주광역시 북구 운암동,17.9208,월세,300,40
광주광역시 광산구 선암동,36.56,월세,1516,11
광주광역시 광산구 쌍암동,19.853,월세,300,35
광주광역시 광산구 쌍암동,19.69,월세,300,38
광주광역시 광산구 산월동,84.9931,월세,2800,85
광주광역시 광산구 선암동,36.56,월세,1516,11
광주광역시 광산구 우산동,26.03,월세,2228,13
광주광역시 북구 매곡동,49.3793,월세,1000,48
광주광역시 광산구 선암동,36.56,월세,1516,11
광주광역시 광산구 월계동,59.83,월세,9000,15
광주광역시 북구 양산동,37.479,전세,6500,0
광주광역시 광산구 송정동,45.178,월세,500,45
광주광역시 광산구 운남동,59.76,월세,240,20
광주광역시 광산구 신가동,84.0624,전세,20000,0
광주광역시 광산구 신가동,51.95,월세,1980,7
광주광역시 북구 용두동,51.93,월세,2620,14
광주광역시 광산구 우산동,44.52,전세,7400,0
광주광역시 광산구 장덕동,84.953,전세,27000,0
광주광역시 광산구 장덕동,39.96,월세,2075,12
광주광역시 광산구 장덕동,39.25,월세,2075,12
광주광역시 북구 각화동,84.745,월세,8000,70
광주광역시 북구 양산동,41.85,전세,5500,0
광주광역시 광산구 선암동,84.9827,전세,29000,0
광주광역시 광산구 선암동,51.52,월세,3253,19
광주광역시 북구 일곡동,48.45,전세,8700,0
광주광역시 북구 일곡동,48.45,전세,9000,0
광주광역시 광산구 쌍암동,26.36,월세,500,40
광주광역시 광산구 운남동,49.69,월세,500,45
광주광역시 광산구 운남동,49.83,전세,13700,0
광주광역시 광산구 운남동,39.99,월세,1000,40
광주광역시 북구 매곡동,84.98,전세,22198,0
광주광역시 북구 매곡동,84.95,전세,22182,0
광주광역시 북구 매곡동,84.95,전세,20682,0
광주광역시 북구 양산동,82.1661,전세,25000,0
광주광역시 북구 양산동,37.83,월세,500,40
광주광역시 북구 삼각동,84.9426,전세,33600,0
광주광역시 광산구 우산동,75.18,전세,15500,0
광주광역시 광산구 우산동,44.52,월세,300,40
광주광역시 광산구 우산동,49.86,월세,1000,40
광주광역시 북구 오치동,52.09,월세,50,15
광주광역시 북구 오치동,52.09,전세,9000,0
광주광역시 북구 오치동,84.98,전세,14400,0
광주광역시 광산구 장덕동,51.26,월세,3372,18
광주광역시 광산구 장덕동,46.9,월세,2724,15
광주광역시 광산구 장덕동,51.82,월세,3709,20
광주광역시 북구 문흥동,39.3,월세,300,35
광주광역시 북구 문흥동,59.965,전세,12150,0
광주광역시 북구 문흥동,59.802,월세,12000,3
광주광역시 북구 문흥동,59.965,전세,12150,0
광주광역시 광산구 신창동,59.94,월세,1000,45
광주광역시 북구 풍향동,84.9833,전세,30000,0
광주광역시 북구 풍향동,84.9833,월세,3000,120
광주광역시 북구 풍향동,36.1102,월세,3000,45
광주광역시 광산구 산월동,84.7886,월세,3000,90
광주광역시 광산구 산월동,84.9763,월세,4000,45
광주광역시 광산구 비아동,59.88,월세,700,52
광주광역시 북구 운암동,59.9494,월세,2000,85
광주광역시 북구 운암동,59.9494,월세,2000,85
광주광역시 북구 운암동,59.82,전세,10500,0
광주광역시 북구 운암동,33.7075,월세,1000,32
광주광역시 북구 운암동,122.2947,전세,39000,0
광주광역시 광산구 수완동,84.8177,전세,45000,0
광주광역시 광산구 선암동,51.52,월세,3253,19
광주광역시 서구 치평동,59.94,월세,1000,75
광주광역시 남구 압촌동,84.9284,전세,25000,0
광주광역시 서구 농성동,84.9752,전세,39000,0
광주광역시 서구 농성동,59.8246,전세,18800,0
광주광역시 서구 쌍촌동,59.82,전세,12500,0
광주광역시 서구 화정동,84.9236,전세,38000,0
광주광역시 서구 화정동,59,월세,8000,15
광주광역시 서구 화정동,84.9236,전세,38000,0
광주광역시 서구 화정동,84.97,월세,5000,115
